latitude,longitude,blight_count,housing_quality_score,cluster
30.422697,-91.059555,1,95,0
30.42276,-91.192802,1,95,0
30.422773,-91.192886,1,95,0
30.422775,-91.088211,1,95,0
30.422779,-91.148659,1,95,0
30.422815,-91.190422,1,95,0
30.422815,-91.190399,1,95,0
30.422832,-91.017662,1,95,0
30.422876,-91.181099,2,90,3
30.42289,-91.188065,1,95,0
30.422895,-91.148293,3,85,3
30.422895,-91.148033,1,95,0
30.422939,-91.191643,1,95,0
30.422941,-91.148079,1,95,0
30.422945,-91.191376,1,95,0
30.422979,-91.148064,1,95,0
30.422995,-91.191475,1,95,0
30.423,-91.18145,1,95,0
30.423006,-91.191605,1,95,0
30.423035,-91.147987,1,95,0
30.42305,-91.188522,1,95,0
30.423075,-91.188843,2,90,3
30.423075,-91.064262,1,95,0
30.423126,-91.147995,1,95,0
30.423147,-91.147827,2,90,3
30.423147,-91.064972,1,95,0
30.423155,-91.147942,1,95,0
30.423162,-91.183395,1,95,0
30.423164,-91.148338,1,95,0
30.423183,-91.183266,1,95,0
30.423185,-91.148346,1,95,0
30.423191,-91.148346,2,90,3
30.423191,-91.148338,1,95,0
30.423201,-91.184151,2,90,3
30.423201,-91.148354,1,95,0
30.423244,-91.059906,2,90,3
30.423271,-91.190758,1,95,0
30.423275,-91.148232,1,95,0
30.423281,-91.086655,1,95,0
30.423283,-91.160866,1,95,0
30.423285,-91.010025,1,95,0
30.423286,-91.147217,1,95,0
30.423298,-91.148216,1,95,0
30.423317,-91.139565,1,95,0
30.423323,-91.191727,2,90,3
30.423323,-91.148247,1,95,0
30.423325,-91.190392,1,95,0
30.42334,-91.147163,1,95,0
30.423355,-91.190666,1,95,0
30.423359,-91.158638,1,95,0
30.423374,-91.13974,1,95,0
30.423393,-91.060196,2,90,3
30.423416,-91.160759,1,95,0
30.423441,-91.139893,1,95,0
30.42345,-91.188354,1,95,0
30.423471,-91.192657,1,95,0
30.423483,-91.183594,1,95,0
30.423496,-91.148102,1,95,0
30.4235,-91.148064,1,95,0
30.423519,-91.160706,1,95,0
30.423519,-91.01033,1,95,0
30.423523,-91.009567,1,95,0
30.423525,-91.160629,1,95,0
30.423529,-91.160675,1,95,0
30.423531,-91.160149,1,95,0
30.423532,-91.160667,1,95,0
30.423534,-91.148087,1,95,0
30.423538,-91.160675,1,95,0
30.42359,-91.139877,1,95,0
30.423649,-91.086731,1,95,0
30.423676,-91.141846,1,95,0
30.423729,-91.086838,1,95,0
30.423748,-91.188019,1,95,0
30.423779,-91.008301,1,95,0
30.423786,-91.008408,1,95,0
30.423801,-91.188057,2,90,3
30.423807,-91.179131,1,95,0
30.423836,-91.067322,1,95,0
30.423891,-91.190453,1,95,0
30.423933,-91.145714,1,95,0
30.42396,-91.180786,1,95,0
30.423967,-91.009789,2,90,3
30.423986,-91.180008,1,95,0
30.424032,-91.177948,1,95,0
30.424049,-91.188828,1,95,0
30.424059,-91.189079,3,85,3
30.424076,-91.188698,1,95,0
30.424093,-91.161583,1,95,0
30.424212,-91.176956,1,95,0
30.424221,-91.060143,2,90,3
30.42424,-91.17424,1,95,0
30.424257,-91.087959,1,95,0
30.424284,-91.181389,1,95,0
30.42429,-91.139847,1,95,0
30.424313,-91.18013,1,95,0
30.424326,-91.147102,2,90,3
30.424328,-91.08757,1,95,0
30.424335,-91.177834,1,95,0
30.424374,-91.183754,1,95,0
30.424408,-91.175163,1,95,0
30.424421,-91.06015,1,95,0
30.424427,-91.060196,2,90,3
30.424479,-91.179413,1,95,0
30.42448,-91.156975,1,95,0
30.424538,-91.184731,1,95,0
30.424555,-91.147583,4,80,4
30.424576,-91.139603,3,85,3
30.424603,-91.138992,1,95,0
30.42461,-91.180573,1,95,0
30.424612,-91.161629,2,90,3
30.42462,-91.138397,1,95,0
30.424665,-91.140068,2,90,3
30.424694,-91.161514,1,95,0
30.424711,-91.159531,1,95,0
30.424723,-91.161003,1,95,0
30.42474,-91.138939,1,95,0
30.424784,-91.009827,1,95,0
30.424818,-91.161415,2,90,3
30.424845,-91.060097,1,95,0
30.424898,-91.111961,1,95,0
30.424902,-91.145599,1,95,0
30.424921,-91.145607,1,95,0
30.424925,-91.183426,1,95,0
30.424971,-91.146645,1,95,0
30.425022,-91.147873,1,95,0
30.425068,-91.146034,1,95,0
30.425112,-91.148293,1,95,0
30.425137,-91.172913,1,95,0
30.425154,-91.147202,1,95,0
30.425194,-91.173454,1,95,0
30.425217,-91.179077,1,95,0
30.425293,-91.138481,1,95,0
30.425356,-91.148811,1,95,0
30.425365,-91.007538,1,95,0
30.42539,-91.038841,3,85,3
30.425406,-91.147018,1,95,0
30.425432,-91.145142,1,95,0
30.425449,-91.154213,1,95,0
30.425482,-91.138466,2,90,3
30.425484,-91.146645,3,85,3
30.425488,-91.14547,1,95,0
30.425522,-91.173485,1,95,0
30.425541,-91.104256,1,95,0
30.42555,-91.174271,1,95,0
30.425556,-91.083191,1,95,0
30.425566,-91.145416,1,95,0
30.425596,-91.175766,1,95,0
30.425608,-91.173462,1,95,0
30.425644,-91.097603,1,95,0
30.425695,-91.17424,2,90,3
30.425762,-91.179306,1,95,0
30.425768,-91.156403,1,95,0
30.42577,-91.03756,1,95,0
30.425795,-91.175049,1,95,0
30.42581,-91.145554,1,95,0
30.425812,-91.173874,1,95,0
30.425821,-91.17421,1,95,0
30.425823,-91.145264,1,95,0
30.425871,-91.175415,1,95,0
30.425892,-91.175003,1,95,0
30.425932,-91.174324,1,95,0
30.42594,-91.173546,1,95,0
30.425959,-91.176529,1,95,0
30.425966,-91.182465,1,95,0
30.425985,-91.059662,1,95,0
30.425995,-91.17543,3,85,3
30.42601,-91.14492,1,95,0
30.426022,-91.173531,1,95,0
30.426039,-91.103928,2,90,3
30.426039,-91.088974,1,95,0
30.426054,-91.103935,1,95,0
30.426159,-91.153664,1,95,0
30.426161,-91.138718,2,90,3
30.426163,-91.066231,1,95,0
30.426258,-91.173515,1,95,0
30.42626,-91.103531,1,95,0
30.426285,-91.103508,2,90,3
30.426292,-91.176575,1,95,0
30.426315,-91.175468,6,70,4
30.426315,-91.059608,1,95,0
30.426348,-91.145798,1,95,0
30.426348,-91.050652,1,95,0
30.426367,-91.176613,1,95,0
30.426384,-91.183594,1,95,0
30.426399,-91.156624,3,85,3
30.426424,-91.051178,1,95,0
30.426441,-91.175797,1,95,0
30.426464,-91.180351,1,95,0
30.426468,-91.065231,1,95,0
30.426498,-91.065224,3,85,3
30.426504,-91.173965,1,95,0
30.426504,-91.059723,1,95,0
30.426544,-91.140129,1,95,0
30.42655,-91.147354,1,95,0
30.426582,-91.173958,2,90,3
30.42659,-91.174286,1,95,0
30.426638,-91.175797,1,95,0
30.426647,-91.145073,1,95,0
30.426661,-91.145416,1,95,0
30.426689,-91.050339,1,95,0
30.42672,-91.145554,1,95,0
30.426758,-91.17852,1,95,0
30.426781,-91.179825,1,95,0
30.426783,-91.144936,1,95,0
30.426788,-91.183014,1,95,0
30.426794,-91.13929,1,95,0
30.426796,-91.148376,1,95,0
30.426802,-91.138214,1,95,0
30.426863,-91.182945,1,95,0
30.426924,-91.174629,1,95,0
30.426939,-91.175133,2,90,3
30.426947,-91.178665,1,95,0
30.426949,-91.145432,1,95,0
30.42695,-91.181442,1,95,0
30.426956,-91.179832,1,95,0
30.42696,-91.172577,2,90,3
30.42696,-91.096199,1,95,0
30.426998,-91.138115,2,90,3
30.42701,-91.064621,1,95,0
30.427034,-91.176804,1,95,0
30.427042,-91.097839,2,90,3
30.427046,-91.050163,1,95,0
30.427048,-91.060257,1,95,0
30.427071,-91.050186,3,85,3
30.42717,-91.157906,3,85,3
30.427193,-91.138023,2,90,3
30.4272,-91.17794,1,95,0
30.427206,-91.140732,1,95,0
30.427259,-91.138809,1,95,0
30.427284,-91.174889,2,90,3
30.427313,-91.138367,3,85,3
30.427328,-91.144096,1,95,0
30.427351,-91.17543,1,95,0
30.427359,-91.140381,1,95,0
30.427397,-91.140549,1,95,0
30.427429,-91.049858,1,95,0
30.427435,-91.050819,1,95,0
30.427485,-91.175064,1,95,0
30.427492,-91.174744,1,95,0
30.427517,-91.186462,2,90,3
30.427519,-91.17775,1,95,0
30.427519,-91.039162,2,90,3
30.427574,-91.139046,1,95,0
30.427586,-91.176239,1,95,0
30.427595,-91.05246,1,95,0
30.427599,-91.060478,1,95,0
30.427626,-91.053017,1,95,0
30.427637,-91.175072,1,95,0
30.427649,-91.177437,1,95,0
30.427658,-91.173241,1,95,0
30.427715,-91.174759,1,95,0
30.427736,-91.055336,1,95,0
30.427757,-91.138702,1,95,0
30.427807,-91.175522,1,95,0
30.42782,-91.185936,1,95,0
30.42782,-91.140518,1,95,0
30.427837,-91.140526,1,95,0
30.427862,-91.185944,1,95,0
30.427904,-91.185944,1,95,0
30.427919,-91.071297,2,90,3
30.427961,-91.174751,1,95,0
30.427982,-91.176071,1,95,0
30.42799,-91.178154,1,95,0
30.428041,-91.102432,2,90,3
30.428055,-91.178902,1,95,0
30.428114,-91.053444,1,95,0
30.428171,-91.17926,1,95,0
30.428194,-91.176208,1,95,0
30.428226,-91.173203,1,95,0
30.42827,-91.176285,1,95,0
30.428312,-91.188477,1,95,0
30.428316,-91.144142,1,95,0
30.428343,-91.178375,1,95,0
30.428362,-91.051178,1,95,0
30.42837,-91.143768,1,95,0
30.428375,-91.070587,1,95,0
30.428383,-91.174782,1,95,0
30.428392,-91.186325,1,95,0
30.4284,-91.049805,1,95,0
30.428415,-91.144089,2,90,3
30.428415,-91.052414,2,90,3
30.428448,-91.17321,1,95,0
30.428452,-91.077682,1,95,0
30.428463,-91.059235,5,75,4
30.428463,-91.0532,1,95,0
30.428492,-91.068962,1,95,0
30.428497,-91.053505,1,95,0
30.428511,-91.04998,1,95,0
30.428516,-91.081596,1,95,0
30.428543,-91.06118,1,95,0
30.428574,-91.176292,1,95,0
30.428633,-91.060776,2,90,3
30.428656,-91.060623,1,95,0
30.428658,-91.145004,1,95,0
30.428696,-91.145058,1,95,0
30.428705,-91.175545,1,95,0
30.428709,-91.180069,1,95,0
30.428736,-91.185692,1,95,0
30.42874,-91.178162,1,95,0
30.428774,-91.176193,1,95,0
30.428782,-91.103882,1,95,0
30.428833,-91.095863,1,95,0
30.428856,-91.052155,8,60,1
30.428881,-91.077026,1,95,0
30.428885,-91.180168,1,95,0
30.428932,-91.052704,1,95,0
30.428953,-91.187401,1,95,0
30.428961,-91.142288,1,95,0
30.428963,-91.087448,1,95,0
30.428965,-91.178169,1,95,0
30.428968,-91.186111,1,95,0
30.428982,-91.181473,1,95,0
30.428982,-91.178146,1,95,0
30.428988,-91.17083,1,95,0
30.428995,-91.051926,2,90,3
30.429033,-91.175011,1,95,0
30.429054,-91.18644,1,95,0
30.429087,-91.177635,1,95,0
30.429113,-91.17765,1,95,0
30.429125,-91.186424,1,95,0
30.42914,-91.174576,1,95,0
30.429161,-91.050896,1,95,0
30.429213,-91.173836,1,95,0
30.429237,-91.176971,1,95,0
30.429239,-91.170921,1,95,0
30.429266,-91.186218,1,95,0
30.429274,-91.179001,1,95,0
30.429276,-91.052864,1,95,0
30.429277,-91.170876,1,95,0
30.429314,-91.072487,1,95,0
30.429319,-91.177025,1,95,0
30.429323,-91.146194,1,95,0
30.429329,-91.14521,1,95,0
30.429363,-91.180161,1,95,0
30.429405,-91.18644,1,95,0
30.429407,-91.178185,1,95,0
30.42944,-91.186455,1,95,0
30.429476,-91.186142,1,95,0
30.429476,-91.179726,1,95,0
30.429546,-91.18644,1,95,0
30.429552,-91.162193,1,95,0
30.429594,-91.1744,1,95,0
30.429604,-91.044434,1,95,0
30.429617,-91.049797,1,95,0
30.429625,-91.174057,1,95,0
30.429634,-91.184044,1,95,0
30.429651,-91.186462,1,95,0
30.429716,-91.177803,1,95,0
30.429722,-91.186447,1,95,0
30.429731,-91.170776,1,95,0
30.429745,-91.177879,1,95,0
30.429758,-91.170692,1,95,0
30.429802,-91.072769,1,95,0
30.429825,-91.174011,1,95,0
30.429852,-91.177856,1,95,0
30.429873,-91.170807,2,90,3
30.429876,-91.183281,1,95,0
30.429922,-91.174828,2,90,3
30.42996,-91.049622,2,90,3
30.43,-91.170647,1,95,0
30.430012,-91.049629,1,95,0
30.430029,-91.179764,1,95,0
30.430038,-91.186462,1,95,0
30.430038,-91.183083,1,95,0
30.430073,-91.177895,1,95,0
30.430111,-91.072449,1,95,0
30.43014,-91.170631,1,95,0
30.430145,-91.17411,1,95,0
30.430151,-91.177673,1,95,0
30.430176,-91.184593,1,95,0
30.430178,-91.185059,1,95,0
30.430206,-91.184441,3,85,3
30.430206,-91.170631,1,95,0
30.430248,-91.023827,2,90,3
30.43026,-91.175163,2,90,3
30.430275,-91.178658,1,95,0
30.430275,-91.066856,1,95,0
30.430286,-91.18647,1,95,0
30.430353,-91.181686,1,95,0
30.430391,-91.186478,1,95,0
30.430408,-91.184853,1,95,0
30.430418,-91.143143,1,95,0
30.430439,-91.18087,1,95,0
30.430439,-91.171387,2,90,3
30.43047,-91.179726,1,95,0
30.430483,-91.084503,1,95,0
30.430502,-91.084496,1,95,0
30.430525,-91.184746,1,95,0
30.430529,-91.184898,1,95,0
30.430552,-91.047295,1,95,0
30.430576,-91.17234,1,95,0
30.430611,-91.179031,1,95,0
30.430611,-91.178635,1,95,0
30.430616,-91.180878,1,95,0
30.430695,-91.171021,1,95,0
30.430698,-91.090202,1,95,0
30.4307,-91.067482,1,95,0
30.430752,-91.187775,3,85,3
30.430786,-91.174828,1,95,0
30.430828,-91.07048,2,90,3
30.430838,-91.174828,1,95,0
30.430899,-91.17067,1,95,0
30.430912,-91.179359,2,90,3
30.430929,-91.175079,1,95,0
30.430964,-91.178925,1,95,0
30.430983,-91.182655,1,95,0
30.43103,-91.180702,1,95,0
30.431059,-91.083992,1,95,0
30.431244,-91.068527,2,90,3
30.431255,-91.178993,1,95,0
30.431448,-91.171333,1,95,0
30.431465,-91.017853,2,90,3
30.431484,-91.181213,1,95,0
30.431513,-91.18116,1,95,0
30.431522,-91.181587,1,95,0
30.431528,-91.181221,1,95,0
30.431553,-91.18119,1,95,0
30.431677,-91.181,1,95,0
30.431726,-91.1735,1,95,0
30.431726,-91.171638,1,95,0
30.431885,-91.179688,2,90,3
30.431887,-91.019539,2,90,3
30.431898,-91.028542,3,85,3
30.431934,-91.172394,1,95,0
30.431952,-91.172264,1,95,0
30.431988,-91.034492,1,95,0
30.43207,-91.170578,2,90,3
30.432096,-91.030167,1,95,0
30.432131,-91.179222,1,95,0
30.432188,-91.1884,1,95,0
30.432188,-91.179382,1,95,0
30.432247,-91.050682,1,95,0
30.432266,-90.998474,1,95,0
30.432325,-91.160774,1,95,0
30.432335,-91.179138,1,95,0
30.432375,-91.152168,1,95,0
30.43252,-91.179054,1,95,0
30.43257,-91.072701,1,95,0
30.432581,-91.072632,2,90,3
30.432602,-91.052483,1,95,0
30.432611,-91.052666,1,95,0
30.432648,-91.063248,1,95,0
30.432697,-91.072166,1,95,0
30.432856,-91.188911,1,95,0
30.432859,-91.181046,2,90,3
30.432919,-91.068481,2,90,3
30.432947,-91.071373,1,95,0
30.432964,-91.052574,1,95,0
30.433018,-91.030533,1,95,0
30.433041,-91.17926,1,95,0
30.433041,-91.030319,1,95,0
30.433044,-91.136703,2,90,3
30.433048,-91.178505,1,95,0
30.43306,-91.179207,1,95,0
30.433071,-91.179047,2,90,3
30.433174,-91.068474,1,95,0
30.433186,-91.068939,3,85,3
30.433243,-91.17836,1,95,0
30.433287,-91.051796,1,95,0
30.433338,-91.052109,1,95,0
30.433342,-91.18557,1,95,0
30.433344,-91.026245,1,95,0
30.433348,-91.025566,1,95,0
30.433355,-91.057472,1,95,0
30.433361,-91.025352,1,95,0
30.433424,-91.183762,2,90,3
30.433447,-91.051788,2,90,3
30.433472,-91.174164,1,95,0
30.433516,-91.185631,1,95,0
30.433517,-91.180977,1,95,0
30.433519,-91.180878,1,95,0
30.433538,-91.180756,1,95,0
30.433802,-91.052605,1,95,0
30.433809,-91.052406,2,90,3
30.433838,-91.052223,3,85,3
30.433842,-91.181908,2,90,3
30.433929,-91.177078,1,95,0
30.433945,-91.109299,1,95,0
30.434032,-91.181992,2,90,3
30.434042,-91.158714,1,95,0
30.434072,-91.109245,1,95,0
30.434076,-91.183014,1,95,0
30.434141,-91.052765,1,95,0
30.434143,-91.074715,1,95,0
30.434147,-91.182014,1,95,0
30.434206,-91.181541,1,95,0
30.434284,-91.182243,1,95,0
30.434328,-91.185112,1,95,0
30.434332,-91.18512,1,95,0
30.43434,-91.05233,1,95,0
30.434345,-91.05233,1,95,0
30.434347,-91.184959,1,95,0
30.434368,-91.181244,1,95,0
30.434372,-91.178146,1,95,0
30.434374,-91.052536,2,90,3
30.434391,-91.052544,1,95,0
30.434395,-91.185112,3,85,3
30.434467,-91.178627,1,95,0
30.434515,-91.062218,1,95,0
30.434528,-91.066216,1,95,0
30.434544,-91.074081,1,95,0
30.434568,-91.184113,1,95,0
30.434574,-91.171715,3,85,3
30.434599,-91.179276,1,95,0
30.434633,-91.178047,1,95,0
30.434637,-91.178062,1,95,0
30.434675,-91.181412,1,95,0
30.434732,-91.180328,1,95,0
30.434732,-91.180222,1,95,0
30.434736,-91.180138,2,90,3
30.434748,-91.183052,1,95,0
30.434759,-91.180763,1,95,0
30.434761,-91.181145,1,95,0
30.434763,-91.181023,1,95,0
30.434767,-91.180893,1,95,0
30.434776,-91.179382,1,95,0
30.434786,-91.185143,1,95,0
30.434803,-90.999748,1,95,0
30.434826,-91.1847,1,95,0
30.43486,-91.184669,1,95,0
30.434864,-91.190575,2,90,3
30.434898,-91.179031,1,95,0
30.4349,-91.079697,1,95,0
30.434917,-91.178169,3,85,3
30.434927,-91.187691,1,95,0
30.43494,-91.171349,1,95,0
30.434959,-91.160355,3,85,3
30.434975,-91.179283,1,95,0
30.434978,-91.010269,1,95,0
30.43498,-91.011803,1,95,0
30.435003,-91.187752,1,95,0
30.435013,-91.171341,1,95,0
30.435019,-91.142624,1,95,0
30.435051,-91.179207,1,95,0
30.435074,-91.179008,1,95,0
30.435108,-91.080704,1,95,0
30.435112,-91.171715,1,95,0
30.435162,-91.184959,1,95,0
30.435183,-91.051651,1,95,0
30.435219,-91.178444,1,95,0
30.435223,-91.188087,1,95,0
30.435232,-91.185738,1,95,0
30.435246,-91.078377,1,95,0
30.435253,-91.179344,1,95,0
30.435261,-91.178543,1,95,0
30.435265,-91.178314,1,95,0
30.435299,-91.065033,1,95,0
30.435307,-91.05246,1,95,0
30.43532,-91.022041,1,95,0
30.435322,-91.070709,1,95,0
30.435326,-91.017281,1,95,0
30.435335,-91.022545,1,95,0
30.4354,-91.183441,1,95,0
30.435406,-91.093254,1,95,0
30.435408,-91.182465,2,90,3
30.435427,-91.174789,2,90,3
30.435452,-91.063499,2,90,3
30.435469,-91.122345,1,95,0
30.43553,-91.047905,1,95,0
30.435558,-91.172066,1,95,0
30.435566,-91.167206,1,95,0
30.435575,-91.12278,1,95,0
30.435591,-91.040276,1,95,0
30.435595,-91.170898,1,95,0
30.435598,-91.040421,1,95,0
30.435642,-91.031052,1,95,0
30.435648,-91.065002,1,95,0
30.435682,-91.184204,3,85,3
30.435707,-91.186226,1,95,0
30.435715,-91.179626,1,95,0
30.43573,-91.171341,1,95,0
30.43578,-91.179283,1,95,0
30.435785,-91.178909,1,95,0
30.435812,-91.180519,1,95,0
30.435816,-91.163887,1,95,0
30.435869,-91.186295,1,95,0
30.435873,-91.175278,2,90,3
30.435905,-91.18158,1,95,0
30.435913,-91.028145,1,95,0
30.435926,-91.056473,1,95,0
30.435936,-91.181557,1,95,0
30.435953,-91.180008,1,95,0
30.435963,-91.186272,1,95,0
30.43597,-91.055092,1,95,0
30.435976,-91.180656,1,95,0
30.436007,-91.17308,2,90,3
30.436008,-91.175034,1,95,0
30.43601,-91.181648,1,95,0
30.436022,-91.171928,1,95,0
30.436024,-91.04438,1,95,0
30.436041,-91.04985,1,95,0
30.436052,-91.178741,1,95,0
30.436068,-91.187828,1,95,0
30.436075,-91.179451,1,95,0
30.436087,-91.171577,1,95,0
30.436092,-91.183846,4,80,4
30.436098,-91.098793,1,95,0
30.436136,-91.180626,1,95,0
30.436153,-91.180725,2,90,3
30.436178,-91.159157,1,95,0
30.436186,-91.178825,1,95,0
30.436205,-91.178741,1,95,0
30.436214,-91.179985,1,95,0
30.436251,-91.180412,1,95,0
30.436329,-91.172546,1,95,0
30.436344,-91.172523,1,95,0
30.43639,-91.171951,1,95,0
30.436417,-91.178764,1,95,0
30.436422,-91.179977,1,95,0
30.436472,-91.175407,1,95,0
30.436483,-91.044136,1,95,0
30.436522,-91.178978,1,95,0
30.436598,-91.169579,1,95,0
30.4366,-91.175018,1,95,0
30.436703,-91.174744,1,95,0
30.436731,-91.060715,1,95,0
30.436783,-91.171303,1,95,0
30.436848,-91.181297,1,95,0
30.436897,-91.047287,1,95,0
30.43692,-91.1688,1,95,0
30.436949,-91.171532,1,95,0
30.436949,-91.170914,1,95,0
30.437031,-91.180992,1,95,0
30.437071,-91.179962,1,95,0
30.437124,-91.123161,1,95,0
30.437149,-91.123146,1,95,0
30.437204,-91.171616,1,95,0
30.437263,-91.045929,1,95,0
30.437269,-91.174652,2,90,3
30.437309,-91.174561,2,90,3
30.437311,-91.045601,1,95,0
30.437319,-91.180176,2,90,3
30.437325,-91.107758,1,95,0
30.43734,-91.171944,1,95,0
30.437366,-91.172966,1,95,0
30.437414,-91.175453,1,95,0
30.437414,-91.046188,1,95,0
30.437426,-91.142616,1,95,0
30.437429,-91.045898,1,95,0
30.43746,-91.045898,2,90,3
30.437477,-91.057823,1,95,0
30.437494,-91.046875,1,95,0
30.437496,-91.057846,1,95,0
30.437498,-91.047287,1,95,0
30.437532,-91.174492,3,85,3
30.437534,-91.18145,1,95,0
30.437677,-91.04557,1,95,0
30.437687,-91.17524,1,95,0
30.437698,-91.045555,1,95,0
30.437748,-91.05529,1,95,0
30.437771,-91.171295,1,95,0
30.437876,-91.172981,1,95,0
30.437891,-91.069756,1,95,0
30.437918,-91.045837,1,95,0
30.437948,-91.045815,1,95,0
30.438068,-91.171257,1,95,0
30.438082,-91.045792,2,90,3
30.438101,-91.069977,1,95,0
30.438105,-91.070023,1,95,0
30.438122,-91.18573,1,95,0
30.438126,-91.07,1,95,0
30.438131,-91.046051,2,90,3
30.438156,-91.070015,1,95,0
30.438156,-91.052429,1,95,0
30.438169,-91.045395,1,95,0
30.438204,-91.172768,1,95,0
30.438211,-91.172279,1,95,0
30.438227,-91.051422,2,90,3
30.43824,-91.136116,1,95,0
30.43825,-91.172035,6,70,4
30.438265,-91.046593,1,95,0
30.438276,-91.172318,2,90,3
30.438278,-91.04557,1,95,0
30.438297,-91.035927,1,95,0
30.438311,-91.174004,1,95,0
30.438313,-91.181206,1,95,0
30.438314,-91.04554,1,95,0
30.438318,-91.172485,2,90,3
30.438326,-91.047119,1,95,0
30.438406,-91.174377,2,90,3
30.43841,-91.173088,2,90,3
30.438469,-91.169899,1,95,0
30.438486,-91.057831,1,95,0
30.438509,-91.045151,1,95,0
30.438524,-91.171791,1,95,0
30.438572,-91.174942,1,95,0
30.438578,-91.040733,1,95,0
30.438587,-91.17244,2,90,3
30.438587,-91.168381,1,95,0
30.438601,-91.174202,1,95,0
30.438625,-91.142616,1,95,0
30.438643,-91.03511,2,90,3
30.43865,-91.035118,2,90,3
30.438656,-91.17218,1,95,0
30.438696,-91.060699,1,95,0
30.438757,-91.17305,1,95,0
30.438763,-91.172173,1,95,0
30.438833,-91.057831,1,95,0
30.438904,-91.172173,1,95,0
30.438938,-91.058899,1,95,0
30.438971,-91.171707,1,95,0
30.438995,-91.035324,1,95,0
30.439045,-91.038368,1,95,0
30.439053,-91.076668,1,95,0
30.4391,-91.173225,1,95,0
30.439104,-91.158371,3,85,3
30.43911,-91.172806,1,95,0
30.439323,-91.171288,1,95,0
30.439325,-91.171295,1,95,0
30.439367,-91.037735,1,95,0
30.439383,-91.176979,6,70,4
30.439417,-91.057175,1,95,0
30.439495,-91.057877,1,95,0
30.439564,-91.058365,1,95,0
30.439568,-91.058296,1,95,0
30.439617,-91.171806,1,95,0
30.439619,-91.170418,1,95,0
30.439665,-91.055519,1,95,0
30.439718,-91.181236,1,95,0
30.439728,-91.171829,1,95,0
30.439756,-91.17701,2,90,3
30.439932,-91.045685,2,90,3
30.439989,-91.170471,1,95,0
30.440012,-91.180466,1,95,0
30.44018,-91.068192,1,95,0
30.440189,-91.153221,1,95,0
30.440231,-91.151985,1,95,0
30.440252,-91.14344,1,95,0
30.440277,-91.143158,1,95,0
30.440315,-91.068115,2,90,3
30.440403,-91.035934,3,85,3
30.440437,-91.143036,1,95,0
30.440449,-91.179375,1,95,0
30.44046,-91.17009,1,95,0
30.440474,-91.027878,1,95,0
30.440512,-91.173676,5,75,4
30.44058,-91.165359,1,95,0
30.440586,-91.165619,2,90,3
30.440586,-91.165489,3,85,3
30.44062,-91.063812,1,95,0
30.440645,-91.176559,2,90,3
30.440794,-91.17955,1,95,0
30.440832,-91.176231,1,95,0
30.440893,-91.057846,2,90,3
30.440895,-91.060425,1,95,0
30.440908,-91.057793,1,95,0
30.441004,-91.179131,1,95,0
30.441023,-91.142632,1,95,0
30.441027,-91.073105,1,95,0
30.441057,-91.031395,1,95,0
30.44108,-91.161964,2,90,3
30.441093,-91.175629,1,95,0
30.441103,-91.098244,2,90,3
30.441135,-91.078743,1,95,0
30.441196,-91.073334,1,95,0
30.441267,-91.073349,1,95,0
30.441338,-91.170959,1,95,0
30.441366,-91.184242,1,95,0
30.44137,-91.175621,1,95,0
30.441387,-91.175568,1,95,0
30.441422,-91.159149,1,95,0
30.441439,-91.170952,1,95,0
30.441462,-91.160889,1,95,0
30.441467,-91.171875,1,95,0
30.441484,-91.148323,1,95,0
30.441513,-91.170975,1,95,0
30.441523,-91.183846,1,95,0
30.441536,-91.172089,1,95,0
30.441544,-91.160789,1,95,0
30.441555,-91.16095,1,95,0
30.441586,-91.039391,1,95,0
30.441628,-91.06646,1,95,0
30.441629,-91.178955,1,95,0
30.441669,-91.073608,1,95,0
30.441711,-91.073578,1,95,0
30.441784,-91.182007,1,95,0
30.441788,-91.170395,1,95,0
30.441822,-91.169632,1,95,0
30.441837,-91.030411,1,95,0
30.44186,-91.147354,1,95,0
30.441864,-91.030403,1,95,0
30.441866,-91.161186,1,95,0
30.441868,-91.172699,1,95,0
30.44187,-91.167381,1,95,0
30.441872,-91.160988,1,95,0
30.441891,-91.178986,1,95,0
30.442064,-91.175812,1,95,0
30.442116,-91.18174,2,90,3
30.442131,-91.130714,1,95,0
30.442137,-91.032394,1,95,0
30.442156,-91.172279,1,95,0
30.442211,-91.175598,1,95,0
30.442225,-91.073616,1,95,0
30.442232,-91.131165,2,90,3
30.442244,-91.171753,1,95,0
30.442259,-91.174644,1,95,0
30.442297,-91.095116,1,95,0
30.442333,-91.174614,1,95,0
30.442352,-91.185425,1,95,0
30.442356,-91.172119,1,95,0
30.44236,-91.167625,1,95,0
30.442364,-91.098198,1,95,0
30.442394,-91.166519,2,90,3
30.442396,-91.172668,1,95,0
30.442453,-91.179024,1,95,0
30.442457,-91.173737,1,95,0
30.44256,-91.161186,1,95,0
30.442593,-91.173737,1,95,0
30.442608,-91.081291,1,95,0
30.442785,-91.175133,1,95,0
30.442797,-91.181885,1,95,0
30.442799,-91.170792,1,95,0
30.442818,-91.16111,2,90,3
30.442829,-91.127457,1,95,0
30.442867,-91.147339,1,95,0
30.442932,-91.17247,1,95,0
30.442995,-91.185959,1,95,0
30.443014,-91.161682,1,95,0
30.443026,-91.026817,2,90,3
30.443037,-91.026817,6,70,4
30.44309,-91.172272,2,90,3
30.443119,-91.166496,1,95,0
