latitude,longitude,blight_count,housing_quality_score,cluster
30.387669,-91.170181,2,90,3
30.387775,-91.171028,1,95,0
30.387783,-91.18,1,95,0
30.387819,-91.180237,1,95,0
30.387869,-91.180756,1,95,0
30.388327,-91.171799,1,95,0
30.388397,-91.170441,1,95,0
30.388433,-91.12767,1,95,0
30.388639,-91.184921,1,95,0
30.388878,-91.114113,2,90,3
30.38888,-91.17028,2,90,3
30.389002,-91.102798,1,95,0
30.389627,-91.184654,1,95,0
30.389751,-91.113342,1,95,0
30.389759,-91.182716,1,95,0
30.389938,-91.182907,1,95,0
30.389969,-91.054817,1,95,0
30.390038,-91.166382,1,95,0
30.390116,-91.115807,1,95,0
30.390148,-91.001251,1,95,0
30.390158,-91.115829,1,95,0
30.390192,-91.184532,1,95,0
30.390339,-91.181763,1,95,0
30.390352,-91.115959,1,95,0
30.390427,-91.183998,1,95,0
30.390472,-91.184174,1,95,0
30.390675,-91.198578,1,95,0
30.390759,-91.19912,1,95,0
30.390806,-91.125473,1,95,0
30.390841,-91.183723,1,95,0
30.390852,-91.129562,1,95,0
30.391024,-91.018921,1,95,0
30.391056,-91.196846,1,95,0
30.391216,-91.113861,1,95,0
30.391361,-91.185356,1,95,0
30.391434,-91.204781,2,90,3
30.391479,-91.18087,1,95,0
30.391626,-91.201332,1,95,0
30.391697,-91.20491,1,95,0
30.391748,-91.201729,1,95,0
30.391766,-91.116348,1,95,0
30.391975,-91.183159,1,95,0
30.391993,-91.008568,1,95,0
30.392006,-91.002457,1,95,0
30.392012,-91.129707,1,95,0
30.392078,-91.18087,1,95,0
30.392302,-91.014877,1,95,0
30.392397,-91.207642,1,95,0
30.392399,-91.204674,1,95,0
30.392502,-91.129105,1,95,0
30.392559,-91.180809,1,95,0
30.392586,-91.031654,1,95,0
30.392864,-91.179871,1,95,0
30.392933,-91.068657,1,95,0
30.393192,-91.182533,1,95,0
30.39323,-91.180687,1,95,0
30.393398,-91.013206,1,95,0
30.393679,-91.017921,1,95,0
30.393763,-91.180611,1,95,0
30.393812,-91.024689,4,80,4
30.393833,-91.183289,1,95,0
30.39385,-91.024757,1,95,0
30.393881,-91.024712,1,95,0
30.394167,-91.182014,1,95,0
30.394209,-91.113297,1,95,0
30.394737,-91.156036,1,95,0
30.394819,-91.206093,1,95,0
30.394823,-90.993629,1,95,0
30.395292,-91.109718,1,95,0
30.395802,-91.022682,1,95,0
30.395853,-91.162201,1,95,0
30.396311,-91.155281,1,95,0
30.396353,-91.154411,1,95,0
30.396511,-91.154594,1,95,0
30.39653,-91.177879,1,95,0
30.396624,-91.107903,1,95,0
30.396887,-91.002991,1,95,0
30.396915,-91.017082,1,95,0
30.397104,-91.160011,1,95,0
30.397282,-91.068832,1,95,0
30.397392,-91.053558,1,95,0
30.397495,-91.153786,1,95,0
30.397533,-91.155128,1,95,0
30.39757,-91.035851,1,95,0
30.397594,-91.154953,1,95,0
30.397736,-91.008446,1,95,0
30.397791,-91.045464,1,95,0
30.397831,-91.029198,1,95,0
30.39798,-91.029388,1,95,0
30.398006,-91.045647,1,95,0
30.398331,-91.003189,2,90,3
30.398428,-91.028336,1,95,0
30.398563,-91.113403,1,95,0
30.398775,-91.099442,1,95,0
30.399002,-91.023834,1,95,0
30.39916,-91.016342,1,95,0
30.399508,-91.041855,1,95,0
30.399529,-90.99736,1,95,0
30.399746,-90.996941,1,95,0
30.399757,-91.069069,2,90,3
30.39987,-91.167473,1,95,0
30.399998,-91.072166,1,95,0
30.400108,-91.086174,1,95,0
30.400179,-91.0681,1,95,0
30.40024,-91.161575,1,95,0
30.400259,-90.998192,1,95,0
30.400263,-91.161194,1,95,0
30.400421,-91.166382,1,95,0
30.400444,-91.166695,2,90,3
30.400661,-90.996101,1,95,0
30.401022,-91.16275,1,95,0
30.401028,-91.067932,1,95,0
30.401186,-91.083908,1,95,0
30.401335,-91.103668,1,95,0
30.401424,-91.04425,1,95,0
30.401438,-91.084259,1,95,0
30.401573,-91.175186,1,95,0
30.401583,-91.084846,1,95,0
30.401611,-91.081055,1,95,0
30.401632,-91.069412,1,95,0
30.401695,-91.085609,1,95,0
30.401812,-91.066383,1,95,0
30.401852,-91.033096,1,95,0
30.401855,-91.066422,1,95,0
30.402033,-91.073143,1,95,0
30.402063,-91.005135,1,95,0
30.40217,-90.994095,1,95,0
30.402281,-91.038055,1,95,0
30.40237,-91.083237,1,95,0
30.402424,-91.071045,2,90,3
30.402534,-91.038681,1,95,0
30.402613,-90.994354,1,95,0
30.402645,-91.088814,1,95,0
30.402744,-91.038124,1,95,0
30.402779,-91.018471,1,95,0
30.402855,-91.084816,1,95,0
30.403,-91.005249,1,95,0
30.403,-91.003242,1,95,0
30.403435,-90.995102,1,95,0
30.403526,-91.029747,1,95,0
30.40373,-91.039841,1,95,0
30.403732,-90.994377,1,95,0
30.403858,-91.009308,1,95,0
30.403997,-91.038254,3,85,3
30.404026,-91.038445,1,95,0
30.404156,-91.039391,1,95,0
30.404261,-91.035339,1,95,0
30.404652,-91.039246,1,95,0
30.404816,-91.038979,1,95,0
30.404898,-91.029083,1,95,0
30.40522,-91.091728,1,95,0
30.405487,-91.031059,1,95,0
30.405518,-91.003716,1,95,0
30.405582,-91.038292,1,95,0
30.405603,-91.044197,1,95,0
30.405693,-91.002258,1,95,0
30.405802,-91.007896,2,90,3
30.406277,-91.004608,2,90,3
30.406307,-91.004662,1,95,0
30.40637,-91.042496,1,95,0
30.406387,-90.996025,1,95,0
30.40654,-91.010376,1,95,0
30.406549,-90.985947,2,90,3
30.40663,-91.049873,1,95,0
30.406635,-91.037094,1,95,0
30.406788,-91.042244,1,95,0
30.406818,-91.042397,3,85,3
30.406837,-91.044205,1,95,0
30.406956,-91.047119,1,95,0
30.406961,-91.011391,1,95,0
30.406996,-91.070068,1,95,0
30.407036,-91.041901,1,95,0
30.407116,-91.071915,1,95,0
30.407145,-91.071899,1,95,0
30.407171,-91.167725,1,95,0
30.407236,-91.167778,1,95,0
30.407267,-91.002068,1,95,0
30.407303,-91.00032,1,95,0
30.407446,-91.15387,1,95,0
30.407864,-91.052986,1,95,0
30.408169,-91.149956,1,95,0
30.408178,-91.090614,2,90,3
30.408545,-91.060204,1,95,0
30.408705,-91.059273,2,90,3
30.408747,-91.059547,2,90,3
30.408758,-91.039291,1,95,0
30.40877,-91.059563,1,95,0
30.408817,-91.015594,1,95,0
30.408833,-91.02932,1,95,0
30.40885,-91.042091,1,95,0
30.408918,-91.059212,1,95,0
30.408922,-91.019012,2,90,3
30.409195,-91.039223,1,95,0
30.409294,-91.042877,1,95,0
30.409693,-91.010757,1,95,0
30.409725,-91.004585,1,95,0
30.409742,-91.070335,1,95,0
30.409876,-91.059471,1,95,0
30.409893,-91.037933,2,90,3
30.410343,-91.05899,2,90,3
30.410389,-91.053192,1,95,0
30.410519,-91.060005,2,90,3
30.410618,-91.125938,1,95,0
30.410645,-91.030884,1,95,0
30.410662,-91.058334,1,95,0
30.410746,-91.060509,1,95,0
30.410753,-91.144554,1,95,0
30.410795,-91.051956,1,95,0
30.410917,-91.059769,1,95,0
30.410975,-91.052864,1,95,0
30.411026,-91.041458,1,95,0
30.411055,-91.145111,1,95,0
30.411121,-91.059998,1,95,0
30.411137,-91.059547,1,95,0
30.411192,-91.05162,5,75,4
30.411226,-91.029076,1,95,0
30.411388,-91.146828,1,95,0
30.411411,-91.0065,1,95,0
30.411543,-91.142052,1,95,0
30.411547,-91.083878,1,95,0
30.411684,-91.050949,1,95,0
30.411812,-91.145416,1,95,0
30.411825,-91.142105,2,90,3
30.412138,-91.058678,1,95,0
30.412228,-91.148781,1,95,0
30.412283,-91.060097,1,95,0
30.412357,-91.146515,1,95,0
30.412571,-91.134933,1,95,0
30.412725,-91.059494,1,95,0
30.412727,-91.07473,1,95,0
30.412739,-91.060547,1,95,0
30.412798,-91.141861,1,95,0
30.412922,-91.060059,1,95,0
30.413099,-91.147499,1,95,0
30.413105,-91.059052,1,95,0
30.413132,-91.051468,1,95,0
30.413136,-91.060516,2,90,3
30.413301,-91.059036,1,95,0
30.413313,-91.063118,1,95,0
30.413462,-91.130226,1,95,0
30.413528,-91.01886,1,95,0
30.413559,-91.059669,2,90,3
30.413563,-91.060593,1,95,0
30.413568,-91.059113,1,95,0
30.413584,-91.031517,1,95,0
30.413776,-91.085228,1,95,0
30.413939,-91.031082,1,95,0
30.414305,-91.151558,2,90,3
30.414452,-91.133301,1,95,0
30.4146,-91.133102,3,85,3
30.414715,-91.132744,1,95,0
30.414738,-91.030533,1,95,0
30.414761,-91.133217,1,95,0
30.414837,-91.062386,1,95,0
30.414902,-91.035446,1,95,0
30.414993,-91.083572,1,95,0
30.415112,-91.143883,1,95,0
30.415239,-91.131096,1,95,0
30.415394,-91.037346,1,95,0
30.41559,-91.100891,1,95,0
30.41559,-91.099922,1,95,0
30.415594,-91.051476,1,95,0
30.415846,-91.082779,1,95,0
30.415888,-91.08287,3,85,3
30.416166,-91.105347,1,95,0
30.416214,-91.132156,1,95,0
30.416325,-91.104385,3,85,3
30.41646,-91.069794,1,95,0
30.416498,-91.143326,1,95,0
30.416656,-91.105606,2,90,3
30.416798,-91.144592,1,95,0
30.416801,-90.971222,1,95,0
30.416824,-91.042274,1,95,0
30.416836,-90.971268,2,90,3
30.417021,-91.128113,1,95,0
30.417154,-91.0345,2,90,3
30.417181,-91.082649,1,95,0
30.417309,-91.034523,1,95,0
30.417475,-91.047745,1,95,0
30.417727,-91.050705,1,95,0
30.417812,-91.067207,1,95,0
30.417927,-91.05069,1,95,0
30.417982,-91.082321,3,85,3
30.41799,-91.067291,1,95,0
30.417992,-91.08226,1,95,0
30.418001,-91.015938,1,95,0
30.418007,-91.082359,3,85,3
30.418009,-91.082291,1,95,0
30.41802,-91.082329,1,95,0
30.418072,-91.123779,1,95,0
30.41815,-91.050385,1,95,0
30.418303,-91.157867,1,95,0
30.418356,-91.092682,1,95,0
30.41853,-91.126259,2,90,3
30.41861,-91.126305,1,95,0
30.418755,-91.060234,15,25,1
30.418791,-91.126022,1,95,0
30.418898,-91.064484,1,95,0
30.418962,-91.189552,1,95,0
30.418978,-91.185638,1,95,0
30.419065,-91.064957,1,95,0
30.419348,-91.145027,1,95,0
30.419453,-91.184593,1,95,0
30.419498,-90.988205,1,95,0
30.419582,-91.127365,1,95,0
30.419807,-91.186432,2,90,3
30.420176,-91.162132,1,95,0
30.420473,-91.059998,1,95,0
30.420517,-91.152245,1,95,0
30.420574,-91.059982,1,95,0
30.42058,-91.007813,1,95,0
30.420595,-91.007828,3,85,3
30.420597,-91.15242,1,95,0
30.420622,-91.008049,1,95,0
30.420633,-91.082878,1,95,0
30.420731,-90.995445,1,95,0
30.420782,-91.186317,2,90,3
30.420799,-91.18589,2,90,3
30.42087,-91.158318,1,95,0
30.420879,-91.007179,1,95,0
30.420898,-91.147934,2,90,3
30.420977,-91.148071,1,95,0
30.421043,-91.139641,1,95,0
30.421045,-91.007179,1,95,0
30.421124,-91.186493,1,95,0
30.421225,-91.007164,1,95,0
30.421232,-91.19326,1,95,0
30.421261,-91.192215,1,95,0
30.421307,-91.193283,1,95,0
30.421309,-91.148598,1,95,0
30.421312,-91.192848,5,75,4
30.421316,-91.192856,2,90,3
30.421377,-91.065231,1,95,0
30.421396,-91.161987,1,95,0
30.421471,-91.192177,1,95,0
30.421513,-91.148994,2,90,3
30.421532,-91.002167,1,95,0
30.421566,-91.190575,1,95,0
30.421591,-91.192024,1,95,0
30.421595,-91.188278,1,95,0
30.421598,-91.187759,4,80,4
30.421644,-91.18837,1,95,0
30.421673,-91.190712,1,95,0
30.421684,-91.190445,1,95,0
30.421696,-91.143852,1,95,0
30.421703,-91.190849,1,95,0
30.421703,-91.059555,1,95,0
30.421705,-91.192001,1,95,0
30.421726,-91.188248,2,90,3
30.421747,-91.193047,1,95,0
30.421787,-91.149033,2,90,3
30.421801,-91.176437,1,95,0
30.421818,-91.148293,1,95,0
30.421825,-91.185883,1,95,0
30.421881,-91.148766,1,95,0
30.421904,-91.059563,1,95,0
30.421926,-91.149162,1,95,0
30.421959,-91.142105,1,95,0
30.421965,-91.192253,1,95,0
30.422049,-91.059616,1,95,0
30.42211,-91.1931,3,85,3
30.422142,-91.191177,1,95,0
30.422165,-91.065475,1,95,0
30.422304,-91.015327,1,95,0
30.422337,-91.13987,1,95,0
30.42234,-91.189606,1,95,0
30.422369,-91.190498,1,95,0
30.422419,-91.114914,1,95,0
30.422482,-91.126648,1,95,0
30.422491,-91.18338,1,95,0
30.422579,-91.182602,1,95,0
30.422579,-91.142128,1,95,0
30.422583,-91.160965,1,95,0
30.422626,-91.141937,1,95,0
30.422636,-91.179939,1,95,0
30.422638,-91.179428,2,90,3
30.422657,-91.142471,1,95,0
30.422668,-91.148544,1,95,0
30.422682,-91.087807,1,95,0
