GEOID,NAME,Above_Poverty_Households,Above_Poverty_Level,Asian_Alone,Below_Poverty_Female_12_14,Below_Poverty_Female_15,Below_Poverty_Female_16_17,Below_Poverty_Female_5,Below_Poverty_Female_6_11,Below_Poverty_Female_Total,Below_Poverty_Female_Under_5,Black_Alone,Built_1939_Earlier,Built_1940_1949,Built_1950_1959,Built_1960_1969,Built_1970_1979,Built_1980_1989,Built_1990_1999,Built_2000_2009,Built_2010_2019,Built_2020_Later,Children_In_Married_Couple_Families,Children_In_Single_Father_Families,Children_In_Single_Mother_Families,Family_Female_No_Husband,Family_Households,Family_Income_200K_Plus,Family_Male_No_Wife,Family_Married_Couple,Five_Plus_Bedrooms,Four_Bedrooms,Hispanic_Latino,Households_No_Children_Under_18,Households_With_Children_Under_18,Income_100K_125K,Income_10K_15K,Income_125K_150K,Income_150K_200K,Income_15K_20K,Income_200K_Plus,Income_20K_25K,Income_25K_30K,Income_30K_35K,Income_35K_40K,Income_40K_45K,Income_45K_50K,Income_50K_60K,Income_60K_75K,Income_75K_100K,Income_Under_10K,Median_Gross_Rent,Median_Home_Value,Median_Household_Income,Median_Household_Income_All_Tenure,Median_Income_Owner_Occupied,Median_Income_Renter_Occupied,Mobile_Home,No_Bedroom,Nonfamily_Households,Nonfamily_Living_Alone,Nonfamily_Not_Alone,Occupied_Units,One_Bedroom,Other_Housing_Type,Owner_1_Person,Owner_2_Person,Owner_3_Person,Owner_4_Person,Owner_5_Person,Owner_6_Person,Owner_7_Plus_Person,Owner_Costs_1000_1499,Owner_Costs_1500_1999,Owner_Costs_2000_2999,Owner_Costs_300_599,Owner_Costs_600_999,Owner_Costs_Under_300,Owner_Occupied,Pop_12_14,Pop_15_17,Pop_3_4,Pop_5,Pop_6_11,Pop_Under_3,Rent_Burden_30_34_Pct,Rent_Burden_35_39_Pct,Rent_Burden_40_49_Pct,Rent_Burden_50_Plus_Pct,Renter_1_Person,Renter_2_Person,Renter_3_Person,Renter_4_Person,Renter_5_Person,Renter_6_Person,Renter_7_Plus_Person,Renter_Occupied,Single_Family_Attached,Single_Family_Detached,Three_Bedrooms,Total_Families,Total_Households,Total_Households_Children_Status,Total_Housing_Units,Total_Housing_Units_Check,Total_Occupied_Units,Total_Occupied_Units_Size,Total_Own_Children_Under_18,Total_Pop_Under_18,Total_Population,Two_Bedrooms,Units_10_19,Units_2,Units_20_49,Units_3_4,Units_50_Plus,Units_5_9,Vacant_Units,White_Alone,Percent_White,Percent_Black,Percent_Asian,Percent_Hispanic,Low_Income_Under_35K,Middle_Income_35K_100K,High_Income_100K_Plus,Percent_Low_Income_Under_35K,Percent_High_Income_100K_Plus,Percent_Family_Households,Percent_Single_Person_Households,Percent_Households_With_Children,Percent_Children_Married_Couple,Percent_Children_Single_Parent,Percent_Occupied,Percent_Vacant,Percent_Owner_Occupied,Percent_Renter_Occupied,Percent_Single_Family,Multi_Family_All_Units,Percent_Multi_Family_All,Percent_Built_2000_Plus,Percent_Built_Pre_1980,Two_Plus_Bedroom_Units,Percent_Two_Plus_Bedrooms,High_Rent_Burden_30_Plus_Units,High_Rent_Burden_50_Plus_Units,Percent_High_Rent_Burden_30_Plus,Percent_High_Rent_Burden_50_Plus
22033002801,"Census Tract 002801, East Baton Rouge Parish, Louisiana",26.0,295.0,498.0,0.0,0.0,23.0,0.0,0.0,188.0,0.0,1191.0,68.0,23.0,0.0,220.0,52.0,15.0,220.0,267.0,461.0,17.0,0.0,45.0,0.0,34.0,114.0,0.0,44.0,70.0,11.0,82.0,362.0,538.0,26.0,28.0,64.0,0.0,0.0,18.0,0.0,40.0,11.0,0.0,16.0,0.0,0.0,64.0,8.0,23.0,292.0,990.0,264100.0,-666666666.0,-666666666.0,71094.0,-666666666.0,0.0,243.0,450.0,232.0,218.0,564.0,381.0,0.0,23.0,8.0,8.0,0.0,8.0,0.0,0.0,541.0,508.0,33.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,0.0,10.0,183.0,0.0,0.0,0.0,0.0,15.0,541.0,106.0,541.0,0.0,91.0,272.0,114.0,564.0,564.0,1343.0,1343.0,564.0,564.0,45.0,45.0,4060.0,354.0,20.0,29.0,130.0,0.0,1011.0,62.0,779.0,1878.0,46.25615763546798,29.334975369458128,12.266009852216749,8.916256157635468,425.0,111.0,28.0,75.35460992907801,4.964539007092199,20.212765957446805,41.13475177304964,4.609929078014184,0.0,100.0,41.995532390171256,58.004467609828744,4.078014184397164,95.92198581560284,6.775874906924795,1252.0,93.2241250930752,55.47282204020849,27.02903946388682,719.0,53.53685778108712,204.0,183.0,37.707948243992604,33.826247689463955
22033002802,"Census Tract 002802, East Baton Rouge Parish, Louisiana",0.0,681.0,351.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,1345.0,47.0,78.0,52.0,271.0,65.0,120.0,166.0,54.0,0.0,0.0,12.0,0.0,0.0,0.0,187.0,7.0,21.0,166.0,6.0,0.0,466.0,683.0,21.0,16.0,26.0,10.0,0.0,64.0,7.0,49.0,124.0,68.0,0.0,6.0,15.0,41.0,79.0,14.0,185.0,892.0,758900.0,27778.0,27778.0,97344.0,27604.0,0.0,102.0,517.0,344.0,173.0,704.0,473.0,0.0,43.0,15.0,15.0,0.0,15.0,0.0,0.0,661.0,650.0,11.0,43.0,0.0,43.0,43.0,0.0,0.0,8.0,4.0,0.0,25.0,15.0,134.0,90.0,149.0,0.0,0.0,0.0,0.0,28.0,661.0,172.0,661.0,7.0,28.0,53.0,187.0,704.0,704.0,853.0,853.0,704.0,704.0,12.0,43.0,5377.0,219.0,186.0,34.0,189.0,99.0,62.0,248.0,149.0,3183.0,59.19657801748187,25.01394829830761,6.527803607959829,8.666542681792821,516.0,155.0,33.0,73.29545454545455,4.6875,26.5625,48.86363636363637,2.9829545454545454,100.0,0.0,82.53223915592028,17.46776084407972,6.107954545454546,93.89204545454545,4.103165298944901,818.0,95.8968347010551,6.3305978898007025,60.14067995310668,278.0,32.590855803048065,388.0,149.0,58.69894099848714,22.54160363086233
22033003000,"Census Tract 003000, East Baton Rouge Parish, Louisiana",0.0,1359.0,21.0,0.0,24.0,73.0,0.0,99.0,579.0,0.0,4100.0,21.0,77.0,81.0,290.0,287.0,299.0,0.0,52.0,0.0,0.0,31.0,0.0,630.0,40.0,635.0,0.0,500.0,135.0,68.0,137.0,127.0,660.0,292.0,16.0,101.0,58.0,55.0,94.0,0.0,158.0,9.0,54.0,23.0,25.0,10.0,66.0,40.0,64.0,179.0,759.0,116100.0,22339.0,22339.0,-666666666.0,16194.0,0.0,0.0,317.0,283.0,34.0,952.0,168.0,0.0,420.0,259.0,119.0,28.0,91.0,140.0,40.0,532.0,532.0,0.0,420.0,0.0,420.0,420.0,75.0,209.0,77.0,95.0,93.0,710.0,31.0,0.0,54.0,233.0,40.0,100.0,29.0,71.0,161.0,532.0,376.0,532.0,27.0,618.0,427.0,635.0,952.0,952.0,1107.0,1107.0,952.0,952.0,661.0,772.0,4652.0,307.0,0.0,143.0,153.0,23.0,136.0,7.0,155.0,279.0,5.9974204643164235,88.134135855546,0.45141874462596737,2.7300085984522786,595.0,228.0,129.0,62.5,13.550420168067227,66.7016806722689,29.72689075630252,30.672268907563026,4.689863842662632,95.31013615733737,85.99819331526649,14.001806684733515,44.11764705882353,55.88235294117647,58.265582655826556,462.0,41.734417344173444,4.697380307136405,68.29268292682927,939.0,84.82384823848238,318.0,233.0,59.77443609022557,43.796992481203006
22033003104,"Census Tract 003104, East Baton Rouge Parish, Louisiana",74.0,2862.0,1.0,56.0,12.0,0.0,0.0,118.0,1044.0,84.0,5268.0,83.0,145.0,550.0,626.0,492.0,93.0,45.0,165.0,13.0,0.0,264.0,72.0,993.0,145.0,1038.0,13.0,718.0,320.0,49.0,172.0,72.0,1324.0,573.0,21.0,302.0,32.0,6.0,260.0,13.0,99.0,142.0,10.0,107.0,90.0,130.0,79.0,103.0,141.0,362.0,793.0,104700.0,23119.0,23119.0,29357.0,17917.0,52.0,0.0,859.0,816.0,43.0,1897.0,361.0,5.0,699.0,353.0,91.0,0.0,91.0,262.0,50.0,1198.0,1198.0,0.0,699.0,0.0,699.0,699.0,242.0,202.0,219.0,245.0,42.0,1523.0,24.0,155.0,22.0,388.0,50.0,212.0,23.0,189.0,346.0,1198.0,685.0,1198.0,25.0,1385.0,847.0,1038.0,1897.0,1897.0,2212.0,2212.0,1897.0,1897.0,1329.0,1528.0,5786.0,783.0,0.0,138.0,0.0,221.0,11.0,375.0,315.0,239.0,4.130660214310405,91.04735568613896,0.017283097131005877,1.244382993432423,1175.0,650.0,72.0,61.93990511333685,3.7954665260938327,54.71797575118609,43.0152872957301,30.205587770163415,19.864559819413092,80.1354401805869,85.75949367088607,14.240506329113925,36.84765419082762,63.152345809172374,63.74321880650995,745.0,33.67992766726944,8.047016274864376,85.71428571428571,1851.0,83.67992766726944,589.0,388.0,49.165275459098496,32.38731218697829
22033003201,"Census Tract 003201, East Baton Rouge Parish, Louisiana",0.0,2612.0,0.0,97.0,47.0,0.0,121.0,114.0,658.0,31.0,2690.0,70.0,0.0,191.0,202.0,526.0,164.0,25.0,27.0,31.0,0.0,29.0,0.0,620.0,0.0,689.0,0.0,396.0,293.0,4.0,208.0,46.0,742.0,347.0,115.0,82.0,63.0,80.0,37.0,0.0,43.0,140.0,48.0,33.0,66.0,109.0,12.0,99.0,116.0,46.0,894.0,158900.0,46135.0,46135.0,60764.0,29389.0,49.0,0.0,400.0,337.0,63.0,1089.0,0.0,0.0,935.0,620.0,267.0,20.0,247.0,353.0,0.0,154.0,147.0,7.0,935.0,0.0,935.0,935.0,98.0,248.0,7.0,71.0,128.0,999.0,0.0,45.0,7.0,0.0,0.0,353.0,188.0,165.0,315.0,154.0,69.0,154.0,0.0,1187.0,913.0,689.0,1089.0,1089.0,1236.0,1236.0,1089.0,1089.0,649.0,999.0,3616.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,430.0,11.891592920353983,74.39159292035397,0.0,1.2721238938053099,396.0,435.0,258.0,36.36363636363637,23.69146005509642,63.26905417814509,30.945821854912765,31.86409550045914,4.468412942989214,95.53158705701078,88.10679611650485,11.893203883495145,85.85858585858585,14.14141414141414,96.03559870550163,0.0,0.0,4.692556634304207,80.01618122977347,1236.0,100.0,52.0,0.0,33.76623376623377,0.0
22033003202,"Census Tract 003202, East Baton Rouge Parish, Louisiana",0.0,2715.0,0.0,39.0,0.0,0.0,0.0,22.0,374.0,15.0,2399.0,14.0,42.0,115.0,149.0,279.0,432.0,142.0,97.0,14.0,0.0,83.0,18.0,242.0,40.0,725.0,0.0,276.0,449.0,9.0,398.0,1.0,906.0,285.0,176.0,59.0,84.0,51.0,18.0,16.0,18.0,33.0,104.0,92.0,14.0,28.0,175.0,123.0,132.0,68.0,1945.0,208700.0,59612.0,59612.0,61429.0,-666666666.0,31.0,0.0,466.0,407.0,59.0,1191.0,0.0,0.0,998.0,667.0,441.0,58.0,383.0,226.0,40.0,193.0,193.0,0.0,998.0,0.0,998.0,998.0,223.0,44.0,28.0,16.0,0.0,572.0,0.0,0.0,0.0,109.0,12.0,186.0,55.0,131.0,331.0,193.0,58.0,193.0,31.0,1188.0,692.0,725.0,1191.0,1191.0,1284.0,1284.0,1191.0,1191.0,343.0,574.0,3178.0,185.0,0.0,0.0,0.0,34.0,0.0,0.0,93.0,587.0,18.470736312146006,75.48772813089994,0.0,0.031466331025802395,300.0,564.0,327.0,25.188916876574307,27.455919395465994,60.87321578505458,34.17296389588581,23.929471032745592,24.198250728862973,75.80174927113703,92.7570093457944,7.242990654205607,83.7951301427372,16.204869857262803,94.93769470404985,34.0,2.64797507788162,8.644859813084112,46.65109034267913,1284.0,100.0,109.0,109.0,56.476683937823836,56.476683937823836
22033003300,"Census Tract 003300, East Baton Rouge Parish, Louisiana",0.0,2933.0,1.0,43.0,0.0,0.0,0.0,0.0,900.0,65.0,4273.0,0.0,341.0,714.0,454.0,298.0,46.0,43.0,358.0,0.0,13.0,107.0,0.0,298.0,35.0,887.0,49.0,349.0,538.0,8.0,265.0,18.0,1399.0,431.0,108.0,76.0,38.0,184.0,122.0,58.0,166.0,301.0,136.0,30.0,89.0,0.0,74.0,165.0,96.0,187.0,1159.0,116400.0,31382.0,31382.0,41667.0,29865.0,43.0,36.0,943.0,649.0,294.0,1830.0,75.0,0.0,832.0,361.0,253.0,77.0,176.0,108.0,35.0,998.0,998.0,0.0,832.0,0.0,832.0,832.0,9.0,149.0,67.0,220.0,0.0,822.0,69.0,0.0,214.0,225.0,35.0,73.0,0.0,73.0,471.0,998.0,526.0,998.0,44.0,1770.0,1279.0,887.0,1830.0,1830.0,2267.0,2267.0,1830.0,1830.0,405.0,822.0,4953.0,604.0,186.0,0.0,121.0,23.0,54.0,26.0,437.0,64.0,1.292146174035938,86.27094690086817,0.02018978396931153,0.36341611144760755,988.0,454.0,388.0,53.98907103825137,21.202185792349727,48.46994535519126,35.46448087431694,23.55191256830601,26.41975308641975,73.58024691358025,80.72342302602559,19.276576973974414,45.46448087431694,54.53551912568307,80.01764446404941,410.0,18.085575650639612,16.36524040582267,79.70886634318482,2156.0,95.10366122629024,508.0,225.0,50.901803607214426,22.54509018036072
22033003400,"Census Tract 003400, East Baton Rouge Parish, Louisiana",0.0,4888.0,17.0,0.0,0.0,56.0,0.0,48.0,636.0,0.0,6241.0,17.0,29.0,134.0,570.0,720.0,197.0,358.0,62.0,471.0,19.0,68.0,82.0,489.0,170.0,1267.0,38.0,718.0,549.0,0.0,226.0,23.0,1454.0,682.0,45.0,418.0,77.0,0.0,113.0,38.0,171.0,176.0,348.0,164.0,0.0,40.0,60.0,259.0,182.0,45.0,847.0,130500.0,33002.0,33002.0,36635.0,26512.0,0.0,102.0,869.0,771.0,98.0,2136.0,259.0,0.0,998.0,593.0,472.0,21.0,451.0,121.0,19.0,1138.0,1138.0,0.0,998.0,0.0,998.0,998.0,366.0,172.0,401.0,220.0,182.0,1669.0,86.0,55.0,152.0,351.0,19.0,102.0,36.0,66.0,405.0,1138.0,674.0,1138.0,19.0,1785.0,1487.0,1267.0,2136.0,2136.0,2577.0,2577.0,2136.0,2136.0,639.0,1669.0,6401.0,503.0,62.0,0.0,62.0,273.0,376.0,0.0,441.0,120.0,1.8747070770192158,97.50039056397438,0.26558350257772223,0.359318856428683,1271.0,705.0,160.0,59.50374531835207,7.490636704119851,59.31647940074907,36.09550561797753,31.928838951310862,10.641627543035993,89.358372456964,82.88707799767171,17.112922002328286,46.72284644194756,53.27715355805244,70.00388048117966,773.0,29.996119518820336,21.42025611175786,57.0430733410943,2216.0,85.99146294140473,644.0,351.0,56.59050966608085,30.84358523725835
22033003501,"Census Tract 003501, East Baton Rouge Parish, Louisiana",40.0,2197.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,1743.0,23.0,0.0,48.0,167.0,299.0,390.0,150.0,34.0,128.0,0.0,359.0,94.0,116.0,95.0,625.0,121.0,210.0,415.0,4.0,209.0,1094.0,727.0,336.0,72.0,8.0,0.0,117.0,30.0,121.0,4.0,83.0,16.0,3.0,23.0,244.0,97.0,37.0,77.0,131.0,1021.0,148200.0,49892.0,49892.0,71184.0,48796.0,370.0,61.0,438.0,430.0,8.0,1063.0,0.0,22.0,566.0,416.0,317.0,108.0,209.0,99.0,0.0,497.0,497.0,0.0,540.0,26.0,566.0,566.0,183.0,0.0,135.0,164.0,23.0,779.0,0.0,22.0,10.0,46.0,0.0,99.0,61.0,38.0,150.0,497.0,209.0,497.0,52.0,636.0,505.0,625.0,1063.0,1063.0,1239.0,1239.0,1063.0,1063.0,569.0,779.0,3030.0,460.0,0.0,140.0,0.0,19.0,0.0,0.0,176.0,398.0,13.135313531353136,57.52475247524752,0.0,36.1056105610561,272.0,481.0,310.0,25.587958607714018,29.162746942615243,58.7958607714017,40.451552210724365,31.60865475070555,63.09314586994728,36.90685413005272,85.79499596448748,14.205004035512511,53.24553151458138,46.75446848541863,55.528652138821634,159.0,12.832929782082324,13.075060532687651,43.341404358353515,1178.0,95.07667473769169,78.0,46.0,15.694164989939638,9.25553319919517
22033003504,"Census Tract 003504, East Baton Rouge Parish, Louisiana",26.0,4410.0,0.0,0.0,0.0,88.0,75.0,235.0,1452.0,33.0,6738.0,18.0,31.0,142.0,386.0,1076.0,449.0,126.0,106.0,302.0,0.0,178.0,80.0,1417.0,229.0,1989.0,188.0,1377.0,612.0,0.0,297.0,100.0,1262.0,1057.0,75.0,177.0,36.0,105.0,297.0,188.0,114.0,0.0,58.0,195.0,107.0,93.0,307.0,134.0,182.0,251.0,1236.0,127300.0,41577.0,41577.0,41489.0,-666666666.0,62.0,21.0,330.0,291.0,39.0,2319.0,0.0,0.0,1820.0,1580.0,392.0,80.0,312.0,1188.0,203.0,499.0,499.0,0.0,1820.0,0.0,1820.0,1820.0,407.0,167.0,365.0,234.0,318.0,2113.0,36.0,31.0,14.0,180.0,114.0,985.0,588.0,397.0,240.0,499.0,409.0,499.0,14.0,2525.0,2229.0,1989.0,2319.0,2319.0,2636.0,2636.0,2319.0,2319.0,1675.0,2113.0,6738.0,89.0,0.0,17.0,0.0,0.0,0.0,18.0,317.0,0.0,0.0,100.0,0.0,1.4841199168892847,897.0,1018.0,404.0,38.68046571798189,17.421302285467874,85.76972833117723,12.548512289780078,45.579991375592925,10.626865671641792,89.3731343283582,87.9742033383915,12.025796661608497,78.48210435532556,21.51789564467443,96.32018209408194,35.0,1.3277693474962062,15.477996965098633,62.70864946889226,2615.0,99.20333839150227,261.0,180.0,52.30460921843687,36.07214428857716
22033003505,"Census Tract 003505, East Baton Rouge Parish, Louisiana",0.0,2033.0,0.0,46.0,7.0,24.0,0.0,27.0,378.0,0.0,2400.0,0.0,33.0,262.0,348.0,426.0,58.0,61.0,46.0,80.0,6.0,70.0,0.0,115.0,2.0,542.0,3.0,312.0,230.0,13.0,31.0,182.0,739.0,240.0,76.0,99.0,42.0,3.0,53.0,11.0,64.0,56.0,11.0,44.0,49.0,45.0,186.0,111.0,27.0,102.0,933.0,125900.0,47212.0,47212.0,48477.0,43750.0,94.0,126.0,437.0,424.0,13.0,979.0,222.0,0.0,629.0,411.0,179.0,36.0,143.0,232.0,2.0,350.0,350.0,0.0,629.0,0.0,629.0,629.0,189.0,51.0,13.0,100.0,2.0,552.0,85.0,0.0,2.0,43.0,2.0,230.0,39.0,191.0,218.0,350.0,131.0,350.0,0.0,888.0,740.0,542.0,979.0,979.0,1320.0,1320.0,979.0,979.0,185.0,552.0,2713.0,188.0,113.0,0.0,141.0,0.0,60.0,24.0,341.0,146.0,5.38149649834132,88.46295613711757,0.0,6.708440840398083,385.0,462.0,132.0,39.325842696629216,13.48314606741573,55.362614913176714,43.30949948927477,24.514811031664966,37.83783783783784,62.16216216216216,74.16666666666667,25.833333333333336,64.24923391215526,35.75076608784474,67.27272727272727,338.0,25.606060606060606,10.0,80.98484848484848,972.0,73.63636363636363,130.0,43.0,37.142857142857146,12.285714285714286
22033003506,"Census Tract 003506, East Baton Rouge Parish, Louisiana",24.0,4158.0,15.0,105.0,0.0,29.0,0.0,0.0,553.0,0.0,4548.0,103.0,57.0,124.0,317.0,1138.0,636.0,72.0,20.0,59.0,0.0,654.0,29.0,306.0,98.0,1386.0,20.0,580.0,806.0,107.0,455.0,0.0,1365.0,757.0,158.0,35.0,19.0,33.0,143.0,20.0,108.0,17.0,95.0,37.0,137.0,107.0,435.0,333.0,245.0,200.0,985.0,191200.0,53448.0,53448.0,53807.0,53087.0,0.0,0.0,736.0,736.0,0.0,2122.0,124.0,0.0,1383.0,884.0,618.0,168.0,450.0,266.0,98.0,739.0,739.0,0.0,1383.0,0.0,1383.0,1383.0,289.0,165.0,70.0,185.0,0.0,1355.0,0.0,55.0,89.0,94.0,74.0,168.0,106.0,62.0,499.0,739.0,502.0,739.0,12.0,1941.0,1417.0,1386.0,2122.0,2122.0,2526.0,2526.0,2122.0,2122.0,989.0,1355.0,5179.0,423.0,207.0,67.0,70.0,145.0,59.0,25.0,404.0,511.0,9.866769646649933,87.81618072987062,0.28963120293492955,0.0,598.0,1294.0,230.0,28.180961357210176,10.838831291234683,65.31573986804901,34.68426013195099,35.67389255419416,66.12740141557128,33.872598584428715,84.00633412509897,15.993665874901028,65.17436380772855,34.82563619227144,77.31591448931117,573.0,22.68408551068884,3.127474267616785,68.84402216943785,2402.0,95.09105304829771,238.0,94.0,32.205683355886336,12.719891745602165
22033003507,"Census Tract 003507, East Baton Rouge Parish, Louisiana",0.0,4214.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,4320.0,0.0,0.0,100.0,13.0,858.0,437.0,134.0,87.0,81.0,39.0,449.0,11.0,359.0,8.0,1255.0,52.0,506.0,749.0,28.0,193.0,146.0,1156.0,531.0,129.0,84.0,52.0,168.0,14.0,64.0,11.0,122.0,24.0,77.0,42.0,83.0,275.0,278.0,214.0,50.0,1178.0,165700.0,62106.0,62106.0,71836.0,37481.0,0.0,0.0,432.0,393.0,39.0,1687.0,0.0,0.0,1310.0,998.0,666.0,181.0,485.0,332.0,8.0,377.0,377.0,0.0,1310.0,0.0,1310.0,1310.0,139.0,356.0,37.0,47.0,0.0,1154.0,0.0,36.0,112.0,124.0,0.0,324.0,156.0,168.0,312.0,377.0,257.0,377.0,43.0,1579.0,1424.0,1255.0,1687.0,1687.0,1749.0,1749.0,1687.0,1687.0,819.0,1154.0,4677.0,104.0,36.0,0.0,62.0,0.0,0.0,29.0,62.0,223.0,4.768013683985461,92.36690186016678,0.0,3.1216591832371177,305.0,969.0,413.0,18.07943094250148,24.481327800829874,74.39241256668643,23.295791345583876,31.475992886781267,54.82295482295483,45.17704517704518,96.4551172098342,3.544882790165809,77.65263781861293,22.34736218138708,92.73870783304746,127.0,7.261292166952544,11.83533447684391,55.517438536306464,1749.0,100.0,272.0,124.0,72.14854111405835,32.891246684350136
22033003601,"Census Tract 003601, East Baton Rouge Parish, Louisiana",21.0,2195.0,196.0,33.0,0.0,0.0,40.0,20.0,588.0,90.0,2165.0,0.0,41.0,68.0,434.0,482.0,193.0,56.0,0.0,22.0,27.0,200.0,0.0,384.0,39.0,756.0,15.0,471.0,285.0,29.0,273.0,190.0,802.0,337.0,86.0,90.0,21.0,59.0,63.0,15.0,105.0,118.0,19.0,65.0,34.0,74.0,119.0,104.0,76.0,91.0,895.0,197800.0,41402.0,41402.0,56125.0,22467.0,76.0,12.0,383.0,365.0,18.0,1139.0,262.0,0.0,607.0,480.0,226.0,26.0,200.0,254.0,18.0,532.0,532.0,0.0,607.0,0.0,607.0,607.0,52.0,197.0,217.0,86.0,113.0,817.0,12.0,40.0,94.0,236.0,18.0,236.0,62.0,174.0,127.0,532.0,276.0,532.0,21.0,722.0,424.0,756.0,1139.0,1139.0,1323.0,1323.0,1139.0,1139.0,584.0,817.0,3240.0,323.0,64.0,0.0,211.0,0.0,139.0,90.0,184.0,425.0,13.117283950617283,66.82098765432099,6.049382716049383,5.864197530864197,486.0,472.0,181.0,42.66900790166813,15.891132572431957,66.37401229148375,32.045654082528536,29.5873573309921,34.24657534246575,65.75342465753424,86.09221466364325,13.907785336356765,53.292361720807726,46.707638279192274,56.160241874527586,504.0,38.095238095238095,3.7037037037037033,77.47543461829176,1049.0,79.28949357520786,382.0,236.0,71.80451127819549,44.3609022556391
22033003603,"Census Tract 003603, East Baton Rouge Parish, Louisiana",5.0,1755.0,8.0,46.0,0.0,0.0,0.0,26.0,352.0,29.0,1594.0,14.0,21.0,177.0,332.0,211.0,39.0,147.0,59.0,42.0,0.0,53.0,51.0,123.0,60.0,510.0,57.0,296.0,214.0,18.0,55.0,459.0,571.0,243.0,28.0,172.0,25.0,7.0,47.0,57.0,46.0,43.0,58.0,25.0,34.0,19.0,78.0,0.0,131.0,44.0,822.0,126400.0,32371.0,32371.0,77200.0,20313.0,0.0,49.0,304.0,280.0,24.0,814.0,202.0,0.0,378.0,285.0,175.0,6.0,169.0,110.0,60.0,436.0,426.0,10.0,378.0,0.0,378.0,378.0,25.0,57.0,69.0,44.0,0.0,381.0,26.0,24.0,76.0,116.0,5.0,50.0,25.0,25.0,93.0,436.0,225.0,436.0,21.0,562.0,468.0,510.0,814.0,814.0,1042.0,1042.0,814.0,814.0,227.0,381.0,2417.0,250.0,125.0,32.0,75.0,47.0,135.0,45.0,228.0,553.0,22.879602813405047,65.94952420355813,0.33098882912701694,18.990484071162598,410.0,287.0,117.0,50.368550368550366,14.373464373464373,62.65356265356266,34.3980343980344,29.85257985257985,23.348017621145374,76.65198237885463,78.1190019193858,21.8809980806142,46.43734643734644,53.56265356265356,55.950095969289826,459.0,44.049904030710174,9.692898272552783,72.45681381957773,791.0,75.91170825335892,242.0,116.0,55.5045871559633,26.605504587155966
22033003604,"Census Tract 003604, East Baton Rouge Parish, Louisiana",133.0,4168.0,279.0,341.0,0.0,43.0,0.0,206.0,1788.0,465.0,3624.0,140.0,103.0,218.0,563.0,443.0,446.0,482.0,0.0,0.0,0.0,389.0,68.0,2335.0,180.0,1573.0,0.0,1079.0,494.0,0.0,148.0,2226.0,911.0,1129.0,179.0,121.0,60.0,32.0,244.0,0.0,46.0,145.0,173.0,286.0,74.0,161.0,28.0,63.0,193.0,235.0,940.0,139500.0,35819.0,35819.0,58884.0,33765.0,0.0,97.0,467.0,347.0,120.0,2040.0,317.0,0.0,693.0,600.0,274.0,33.0,241.0,326.0,52.0,1347.0,1347.0,0.0,693.0,0.0,693.0,693.0,471.0,390.0,318.0,687.0,106.0,2988.0,206.0,130.0,87.0,501.0,14.0,274.0,170.0,104.0,93.0,1347.0,973.0,1347.0,53.0,813.0,1073.0,1573.0,2040.0,2040.0,2395.0,2395.0,2040.0,2040.0,2792.0,2988.0,6884.0,760.0,274.0,410.0,239.0,446.0,51.0,109.0,355.0,251.0,3.6461359674607783,52.643811737362,4.05287623474724,32.33585124927368,964.0,805.0,271.0,47.25490196078431,13.284313725490197,77.1078431372549,17.00980392156863,55.34313725490196,13.932664756446991,86.06733524355302,85.17745302713988,14.822546972860126,33.970588235294116,66.02941176470588,36.15866388308977,1529.0,63.84133611691023,0.0,61.25260960334029,1981.0,82.71398747390397,924.0,501.0,68.59688195991092,37.193763919821826
22033003701,"Census Tract 003701, East Baton Rouge Parish, Louisiana",0.0,4981.0,443.0,0.0,0.0,0.0,0.0,0.0,609.0,195.0,1460.0,0.0,151.0,826.0,583.0,355.0,351.0,340.0,0.0,17.0,0.0,563.0,67.0,559.0,65.0,1306.0,158.0,630.0,676.0,0.0,504.0,471.0,1649.0,735.0,176.0,78.0,237.0,109.0,81.0,254.0,151.0,178.0,56.0,61.0,224.0,57.0,297.0,170.0,210.0,45.0,1139.0,212000.0,59072.0,59072.0,84191.0,42899.0,0.0,45.0,1078.0,849.0,229.0,2384.0,0.0,0.0,1689.0,871.0,596.0,223.0,373.0,275.0,40.0,695.0,695.0,0.0,1689.0,0.0,1689.0,1689.0,234.0,251.0,368.0,108.0,28.0,1373.0,107.0,56.0,60.0,186.0,18.0,235.0,71.0,164.0,818.0,695.0,435.0,695.0,62.0,1901.0,1517.0,1306.0,2384.0,2384.0,2623.0,2623.0,2384.0,2384.0,1189.0,1384.0,5855.0,557.0,0.0,0.0,219.0,218.0,90.0,133.0,239.0,3161.0,53.988044406490175,24.93595217762596,7.566182749786507,8.044406490179334,589.0,1019.0,776.0,24.706375838926174,32.5503355704698,54.78187919463087,35.61241610738255,30.830536912751676,47.35071488645921,52.64928511354079,90.88829584445291,9.111704155547082,70.84731543624162,29.152684563758392,74.83797178802898,660.0,25.162028211971027,0.6481128478841022,73.00800609988562,2578.0,98.28440716736561,409.0,186.0,58.84892086330935,26.762589928057558
