GEOID,NAME,Above_Poverty_Households,Above_Poverty_Level,Asian_Alone,Below_Poverty_Female_12_14,Below_Poverty_Female_15,Below_Poverty_Female_16_17,Below_Poverty_Female_5,Below_Poverty_Female_6_11,Below_Poverty_Female_Total,Below_Poverty_Female_Under_5,Black_Alone,Built_1939_Earlier,Built_1940_1949,Built_1950_1959,Built_1960_1969,Built_1970_1979,Built_1980_1989,Built_1990_1999,Built_2000_2009,Built_2010_2019,Built_2020_Later,Children_In_Married_Couple_Families,Children_In_Single_Father_Families,Children_In_Single_Mother_Families,Family_Female_No_Husband,Family_Households,Family_Income_200K_Plus,Family_Male_No_Wife,Family_Married_Couple,Five_Plus_Bedrooms,Four_Bedrooms,Hispanic_Latino,Households_No_Children_Under_18,Households_With_Children_Under_18,Income_100K_125K,Income_10K_15K,Income_125K_150K,Income_150K_200K,Income_15K_20K,Income_200K_Plus,Income_20K_25K,Income_25K_30K,Income_30K_35K,Income_35K_40K,Income_40K_45K,Income_45K_50K,Income_50K_60K,Income_60K_75K,Income_75K_100K,Income_Under_10K,Median_Gross_Rent,Median_Home_Value,Median_Household_Income,Median_Household_Income_All_Tenure,Median_Income_Owner_Occupied,Median_Income_Renter_Occupied,Mobile_Home,No_Bedroom,Nonfamily_Households,Nonfamily_Living_Alone,Nonfamily_Not_Alone,Occupied_Units,One_Bedroom,Other_Housing_Type,Owner_1_Person,Owner_2_Person,Owner_3_Person,Owner_4_Person,Owner_5_Person,Owner_6_Person,Owner_7_Plus_Person,Owner_Costs_1000_1499,Owner_Costs_1500_1999,Owner_Costs_2000_2999,Owner_Costs_300_599,Owner_Costs_600_999,Owner_Costs_Under_300,Owner_Occupied,Pop_12_14,Pop_15_17,Pop_3_4,Pop_5,Pop_6_11,Pop_Under_3,Rent_Burden_30_34_Pct,Rent_Burden_35_39_Pct,Rent_Burden_40_49_Pct,Rent_Burden_50_Plus_Pct,Renter_1_Person,Renter_2_Person,Renter_3_Person,Renter_4_Person,Renter_5_Person,Renter_6_Person,Renter_7_Plus_Person,Renter_Occupied,Single_Family_Attached,Single_Family_Detached,Three_Bedrooms,Total_Families,Total_Households,Total_Households_Children_Status,Total_Housing_Units,Total_Housing_Units_Check,Total_Occupied_Units,Total_Occupied_Units_Size,Total_Own_Children_Under_18,Total_Pop_Under_18,Total_Population,Two_Bedrooms,Units_10_19,Units_2,Units_20_49,Units_3_4,Units_50_Plus,Units_5_9,Vacant_Units,White_Alone,Percent_White,Percent_Black,Percent_Asian,Percent_Hispanic,Low_Income_Under_35K,Middle_Income_35K_100K,High_Income_100K_Plus,Percent_Low_Income_Under_35K,Percent_High_Income_100K_Plus,Percent_Family_Households,Percent_Single_Person_Households,Percent_Households_With_Children,Percent_Children_Married_Couple,Percent_Children_Single_Parent,Percent_Occupied,Percent_Vacant,Percent_Owner_Occupied,Percent_Renter_Occupied,Percent_Single_Family,Multi_Family_All_Units,Percent_Multi_Family_All,Percent_Built_2000_Plus,Percent_Built_Pre_1980,Two_Plus_Bedroom_Units,Percent_Two_Plus_Bedrooms,High_Rent_Burden_30_Plus_Units,High_Rent_Burden_50_Plus_Units,Percent_High_Rent_Burden_30_Plus,Percent_High_Rent_Burden_50_Plus,Housing_Vacancy_Rate,Old_Housing_Rate,Mobile_Home_Rate,Renter_Rate,Old_Housing_Rate_std,Mobile_Home_Rate_std,Housing_Vacancy_Rate_std,Housing_Risk,Social_Isolation_Risk_Index,Risk_Category
22033003603,"Census Tract 003603, East Baton Rouge Parish, Louisiana",0.0,1818.0,6.0,34.0,0.0,0.0,0.0,39.0,379.0,25.0,1859.0,6.0,58.0,193.0,322.0,231.0,99.0,132.0,0.0,0.0,0.0,0.0,52.0,299.0,58.0,456.0,43.0,326.0,130.0,40.0,82.0,296.0,539.0,286.0,57.0,159.0,17.0,0.0,58.0,43.0,42.0,14.0,6.0,54.0,115.0,20.0,85.0,38.0,75.0,42.0,839.0,115700.0,42693.0,42693.0,67016.0,17917.0,0.0,11.0,369.0,318.0,51.0,825.0,259.0,0.0,410.0,225.0,126.0,0.0,126.0,99.0,58.0,415.0,405.0,10.0,410.0,0.0,410.0,410.0,38.0,133.0,80.0,60.0,0.0,523.0,40.0,21.0,64.0,173.0,0.0,41.0,34.0,7.0,185.0,415.0,231.0,415.0,25.0,569.0,420.0,456.0,825.0,825.0,1041.0,1041.0,825.0,825.0,351.0,523.0,2438.0,229.0,98.0,24.0,74.0,74.0,137.0,40.0,216.0,410.0,16.81706316652994,76.25102543068088,0.2461033634126333,12.14109926168991,321.0,387.0,117.0,38.90909090909091,14.181818181818182,55.27272727272727,38.54545454545455,34.66666666666667,0.0,100.0,79.2507204610951,20.7492795389049,49.696969696969695,50.303030303030305,57.06051873198847,447.0,42.93948126801153,0.0,77.80979827089337,771.0,74.06340057636888,298.0,173.0,71.80722891566265,41.68674698795181,20.7492795389049,24.687800192122957,0.0,50.303030303030305,0.44587478570534256,-0.49368937320863315,0.595578378327425,0.18258793027471146,0.18258793027471146,Moderate Risk
22033003604,"Census Tract 003604, East Baton Rouge Parish, Louisiana",80.0,4129.0,385.0,238.0,0.0,0.0,0.0,186.0,1179.0,166.0,4053.0,72.0,113.0,101.0,551.0,387.0,598.0,390.0,0.0,0.0,0.0,319.0,96.0,1785.0,171.0,1309.0,0.0,877.0,432.0,0.0,92.0,1395.0,957.0,849.0,160.0,69.0,63.0,0.0,136.0,30.0,128.0,148.0,170.0,90.0,93.0,84.0,93.0,124.0,155.0,263.0,967.0,124200.0,34801.0,34801.0,55682.0,32989.0,0.0,97.0,497.0,373.0,124.0,1806.0,281.0,0.0,686.0,517.0,266.0,75.0,191.0,251.0,56.0,1120.0,1120.0,0.0,686.0,0.0,686.0,686.0,488.0,314.0,160.0,376.0,100.0,2373.0,93.0,140.0,39.0,397.0,15.0,195.0,127.0,68.0,169.0,1120.0,792.0,1120.0,143.0,826.0,1109.0,1309.0,1806.0,1806.0,2212.0,2212.0,1806.0,1806.0,2200.0,2373.0,6059.0,633.0,195.0,373.0,176.0,271.0,38.0,190.0,406.0,172.0,2.838752269351378,66.8922264400066,6.354183858722562,23.023601254332398,914.0,639.0,253.0,50.60908084163898,14.008859357696569,72.48062015503875,20.653377630121817,47.00996677740864,14.499999999999998,85.5,81.64556962025317,18.354430379746837,37.98449612403101,62.01550387596899,43.806509945750456,1243.0,56.19349005424955,0.0,55.33453887884268,1834.0,82.91139240506328,669.0,397.0,59.732142857142854,35.44642857142858,18.354430379746837,12.929475587703434,0.0,62.01550387596899,-0.17967494841303075,-0.49368937320863315,0.3408856670297079,-0.11082621819731868,-0.11082621819731868,Moderate Risk
22033003701,"Census Tract 003701, East Baton Rouge Parish, Louisiana",0.0,5344.0,155.0,0.0,0.0,0.0,0.0,0.0,488.0,140.0,1601.0,0.0,124.0,979.0,559.0,428.0,329.0,248.0,0.0,9.0,0.0,546.0,55.0,448.0,55.0,1360.0,215.0,526.0,834.0,31.0,349.0,381.0,1769.0,688.0,261.0,108.0,245.0,119.0,69.0,301.0,49.0,193.0,142.0,0.0,208.0,55.0,273.0,181.0,224.0,29.0,1195.0,207800.0,68317.0,68317.0,86987.0,41029.0,0.0,16.0,1097.0,841.0,256.0,2457.0,0.0,0.0,1705.0,905.0,699.0,199.0,500.0,206.0,18.0,752.0,752.0,0.0,1705.0,0.0,1705.0,1705.0,184.0,271.0,288.0,39.0,18.0,1186.0,81.0,54.0,49.0,196.0,18.0,188.0,49.0,139.0,800.0,752.0,455.0,752.0,120.0,1867.0,1725.0,1360.0,2457.0,2457.0,2676.0,2676.0,2457.0,2457.0,1049.0,1199.0,6048.0,555.0,0.0,0.0,187.0,244.0,150.0,108.0,219.0,3488.0,57.67195767195767,26.47156084656085,2.562830687830688,6.299603174603174,590.0,941.0,926.0,24.013024013024012,37.688237688237685,55.35205535205535,34.22873422873423,28.001628001628003,52.04957102001907,47.950428979980934,91.81614349775785,8.183856502242152,69.3935693935694,30.606430606430607,74.2526158445441,689.0,25.747384155455904,0.336322869955157,78.101644245142,2660.0,99.40209267563527,380.0,196.0,50.53191489361703,26.063829787234045,8.183856502242152,41.21823617339312,0.0,30.606430606430607,1.325303631295954,-0.49368937320863315,-0.7407570019499443,0.030285752045792202,0.030285752045792202,Moderate Risk
22033003702,"Census Tract 003702, East Baton Rouge Parish, Louisiana",39.0,3799.0,620.0,58.0,0.0,0.0,0.0,222.0,570.0,48.0,2582.0,0.0,73.0,74.0,718.0,326.0,206.0,219.0,11.0,0.0,0.0,455.0,0.0,920.0,49.0,1093.0,60.0,426.0,667.0,59.0,635.0,9.0,1012.0,568.0,243.0,55.0,176.0,53.0,173.0,60.0,19.0,166.0,2.0,10.0,114.0,57.0,95.0,119.0,127.0,111.0,983.0,212900.0,58889.0,58889.0,96591.0,19788.0,0.0,37.0,487.0,388.0,99.0,1580.0,152.0,0.0,1008.0,709.0,612.0,179.0,433.0,97.0,10.0,572.0,572.0,0.0,1008.0,0.0,1008.0,1008.0,237.0,307.0,259.0,316.0,16.0,1480.0,0.0,12.0,93.0,337.0,10.0,87.0,45.0,42.0,299.0,572.0,384.0,572.0,59.0,1176.0,502.0,1093.0,1580.0,1580.0,1627.0,1627.0,1580.0,1580.0,1375.0,1480.0,4807.0,242.0,46.0,0.0,58.0,91.0,132.0,65.0,47.0,1579.0,32.84793010193468,53.71333472019971,12.897857291449968,0.18722696068233824,526.0,522.0,532.0,33.291139240506325,33.67088607594937,69.17721518987342,24.556962025316455,35.949367088607595,33.09090909090909,66.9090909090909,97.11124769514444,2.8887523048555623,63.79746835443038,36.20253164556962,75.90657652120467,392.0,24.09342347879533,0.6760909649661955,73.2022126613399,1438.0,88.38352796558083,442.0,337.0,77.27272727272727,58.91608391608392,2.8887523048555623,9.035033804548249,0.0,36.20253164556962,-0.38686152506839405,-0.49368937320863315,-1.3038924459836874,-0.7281477814202382,-0.7281477814202382,Low Risk
22033003703,"Census Tract 003703, East Baton Rouge Parish, Louisiana",0.0,6979.0,1014.0,50.0,0.0,24.0,0.0,80.0,298.0,0.0,3462.0,20.0,33.0,64.0,1060.0,1224.0,131.0,168.0,110.0,0.0,0.0,1803.0,21.0,142.0,35.0,2060.0,437.0,318.0,1742.0,52.0,1265.0,304.0,1235.0,1415.0,446.0,26.0,201.0,191.0,101.0,437.0,55.0,28.0,82.0,17.0,28.0,174.0,244.0,184.0,351.0,85.0,-666666666.0,226500.0,94868.0,94868.0,100577.0,-666666666.0,56.0,0.0,590.0,539.0,51.0,2650.0,34.0,0.0,2471.0,1968.0,1687.0,1086.0,601.0,281.0,35.0,179.0,179.0,0.0,2376.0,95.0,2471.0,2471.0,535.0,483.0,403.0,216.0,51.0,2245.0,33.0,0.0,0.0,26.0,18.0,246.0,138.0,108.0,503.0,179.0,92.0,179.0,12.0,2682.0,1380.0,2060.0,2650.0,2650.0,2810.0,2810.0,2650.0,2650.0,1966.0,2245.0,7732.0,79.0,0.0,0.0,0.0,26.0,34.0,0.0,160.0,2932.0,37.92033109156751,44.77496120020693,13.114330056906361,3.9317123642007243,377.0,998.0,1275.0,14.226415094339623,48.113207547169814,77.73584905660378,20.339622641509433,53.39622641509434,91.7090539165819,8.290946083418108,94.30604982206405,5.6939501779359425,93.24528301886792,6.754716981132075,95.87188612099644,60.0,2.135231316725979,3.9145907473309607,85.44483985765125,2776.0,98.79003558718861,59.0,26.0,32.960893854748605,14.52513966480447,5.6939501779359425,4.1637010676156585,1.99288256227758,6.754716981132075,-0.6460192708279351,-0.13460679057389477,-1.0055590627351956,-0.5953950413790084,-0.5953950413790084,Low Risk
22033003804,"Census Tract 003804, East Baton Rouge Parish, Louisiana",0.0,3898.0,145.0,66.0,0.0,0.0,0.0,0.0,576.0,58.0,546.0,88.0,26.0,113.0,397.0,693.0,1041.0,233.0,334.0,7.0,6.0,428.0,25.0,137.0,11.0,756.0,69.0,162.0,594.0,22.0,327.0,89.0,2121.0,365.0,275.0,89.0,71.0,252.0,104.0,122.0,45.0,180.0,351.0,227.0,58.0,48.0,127.0,277.0,119.0,141.0,1200.0,174400.0,50000.0,50000.0,95476.0,34280.0,0.0,267.0,1730.0,1568.0,162.0,2486.0,601.0,0.0,1330.0,475.0,406.0,105.0,301.0,69.0,11.0,1156.0,1039.0,117.0,1313.0,17.0,1330.0,1330.0,90.0,8.0,215.0,221.0,11.0,656.0,82.0,434.0,87.0,204.0,0.0,58.0,0.0,58.0,855.0,1156.0,281.0,1156.0,289.0,1188.0,912.0,756.0,2486.0,2486.0,2938.0,2938.0,2486.0,2486.0,590.0,656.0,4677.0,809.0,398.0,14.0,28.0,444.0,498.0,79.0,452.0,3777.0,80.75689544579859,11.674150096215524,3.100277955954672,1.9029292281376953,910.0,856.0,720.0,36.604987932421565,28.962188254223655,30.41029766693483,63.07320997586484,14.682220434432825,72.54237288135593,27.45762711864407,84.61538461538461,15.384615384615385,53.499597747385366,46.50040225261464,50.27229407760381,1461.0,49.72770592239619,11.81075561606535,44.82641252552757,2070.0,70.45609257998639,807.0,204.0,69.80968858131487,17.647058823529413,15.384615384615385,7.726344452008169,0.0,46.50040225261464,-0.4564845627090876,-0.49368937320863315,0.025045218260665754,-0.30837623921901836,-0.30837623921901836,Moderate Risk
22033003806,"Census Tract 003806, East Baton Rouge Parish, Louisiana",0.0,3143.0,53.0,0.0,0.0,100.0,0.0,30.0,735.0,0.0,2276.0,8.0,0.0,89.0,196.0,530.0,507.0,135.0,306.0,95.0,0.0,236.0,88.0,149.0,110.0,935.0,205.0,271.0,664.0,232.0,285.0,1.0,1367.0,311.0,66.0,42.0,37.0,121.0,82.0,231.0,138.0,112.0,35.0,35.0,122.0,40.0,136.0,103.0,245.0,133.0,1025.0,427400.0,56157.0,56157.0,121554.0,40396.0,0.0,34.0,743.0,561.0,182.0,1678.0,547.0,0.0,748.0,567.0,508.0,100.0,408.0,59.0,59.0,930.0,930.0,0.0,748.0,0.0,748.0,748.0,119.0,23.0,27.0,85.0,53.0,580.0,23.0,28.0,135.0,214.0,59.0,0.0,0.0,0.0,181.0,930.0,368.0,930.0,8.0,758.0,358.0,935.0,1678.0,1678.0,1866.0,1866.0,1678.0,1678.0,473.0,580.0,3998.0,410.0,460.0,0.0,56.0,325.0,159.0,100.0,188.0,1527.0,38.19409704852426,56.92846423211606,1.3256628314157077,0.02501250625312656,542.0,681.0,455.0,32.30035756853397,27.115613825983313,55.72109654350417,33.43265792610251,18.533969010727056,49.89429175475687,50.10570824524313,89.92497320471597,10.07502679528403,44.576877234803334,55.423122765196666,41.05037513397642,1100.0,58.949624866023576,21.489817792068596,44.10503751339764,1285.0,68.86387995712755,400.0,214.0,43.01075268817204,23.010752688172044,10.07502679528403,5.19828510182208,0.0,55.423122765196666,-0.5909787961605076,-0.49368937320863315,-0.5396306438999577,-0.5414329377563661,-0.5414329377563661,Low Risk
22033003807,"Census Tract 003807, East Baton Rouge Parish, Louisiana",0.0,3263.0,98.0,0.0,0.0,0.0,0.0,14.0,279.0,0.0,1516.0,46.0,0.0,139.0,73.0,164.0,324.0,752.0,689.0,354.0,0.0,212.0,94.0,106.0,156.0,895.0,203.0,436.0,459.0,62.0,139.0,81.0,1596.0,276.0,131.0,15.0,172.0,22.0,15.0,281.0,14.0,50.0,45.0,48.0,73.0,27.0,219.0,254.0,327.0,179.0,1438.0,404200.0,72439.0,72439.0,76031.0,72031.0,0.0,214.0,977.0,860.0,117.0,1872.0,819.0,0.0,531.0,333.0,297.0,82.0,215.0,36.0,0.0,1341.0,1302.0,39.0,531.0,0.0,531.0,531.0,74.0,37.0,206.0,14.0,24.0,412.0,156.0,98.0,42.0,127.0,0.0,36.0,0.0,36.0,198.0,1341.0,562.0,1341.0,57.0,456.0,485.0,895.0,1872.0,1872.0,2541.0,2541.0,1872.0,1872.0,412.0,412.0,3701.0,822.0,422.0,0.0,485.0,181.0,600.0,340.0,669.0,1936.0,52.31018643609835,40.961902188597676,2.6479329910834912,2.1885976763037016,318.0,948.0,606.0,16.98717948717949,32.371794871794876,47.80982905982906,45.94017094017094,14.743589743589745,51.45631067961165,48.54368932038835,73.67178276269185,26.32821723730815,28.365384615384613,71.63461538461539,20.188902007083826,2028.0,79.81109799291617,41.04683195592286,16.60763478945297,1508.0,59.34671389216844,423.0,127.0,31.543624161073826,9.47054436987323,26.32821723730815,7.2805981896890986,0.0,71.63461538461539,-0.480198524115898,-0.49368937320863315,1.1888995748352282,0.07167055917023239,0.07167055917023239,Moderate Risk
22033003808,"Census Tract 003808, East Baton Rouge Parish, Louisiana",0.0,2948.0,47.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1097.0,0.0,0.0,20.0,104.0,601.0,379.0,254.0,107.0,37.0,0.0,178.0,0.0,178.0,133.0,613.0,39.0,334.0,279.0,0.0,89.0,113.0,1093.0,320.0,169.0,0.0,102.0,157.0,0.0,51.0,18.0,52.0,12.0,0.0,37.0,31.0,227.0,41.0,477.0,39.0,1198.0,165800.0,89117.0,89117.0,94202.0,87847.0,0.0,42.0,800.0,702.0,98.0,1413.0,216.0,0.0,674.0,354.0,213.0,39.0,174.0,141.0,47.0,739.0,673.0,66.0,674.0,0.0,674.0,674.0,95.0,48.0,24.0,22.0,17.0,473.0,0.0,32.0,12.0,19.0,47.0,94.0,0.0,94.0,320.0,739.0,259.0,739.0,304.0,343.0,445.0,613.0,1413.0,1413.0,1502.0,1502.0,1413.0,1413.0,356.0,473.0,3239.0,710.0,223.0,0.0,155.0,166.0,29.0,282.0,89.0,1987.0,61.34609447360296,33.86847792528558,1.4510651435628281,3.488731089842544,121.0,813.0,479.0,8.563340410474169,33.89950460014155,43.38287331917905,49.681528662420384,22.646850672328377,50.0,50.0,94.0745672436751,5.9254327563249,47.69992922859165,52.30007077140834,43.075898801597866,855.0,56.924101198402134,9.587217043941411,48.26897470039947,1244.0,82.82290279627163,63.0,19.0,8.525033829499323,2.571041948579161,5.9254327563249,1.3315579227696404,0.0,52.30007077140834,-0.796690939696279,-0.49368937320863315,-0.9809408418829073,-0.7571070515959398,-0.7571070515959398,Low Risk
22033003809,"Census Tract 003809, East Baton Rouge Parish, Louisiana",0.0,2808.0,30.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,438.0,0.0,0.0,77.0,266.0,406.0,307.0,163.0,202.0,210.0,17.0,258.0,0.0,182.0,23.0,771.0,142.0,198.0,573.0,106.0,142.0,129.0,1271.0,259.0,194.0,0.0,101.0,182.0,0.0,144.0,77.0,45.0,18.0,53.0,78.0,259.0,26.0,94.0,159.0,100.0,1181.0,288200.0,75441.0,75441.0,105625.0,46863.0,0.0,26.0,759.0,674.0,85.0,1530.0,298.0,0.0,860.0,613.0,449.0,120.0,329.0,164.0,23.0,670.0,670.0,0.0,860.0,0.0,860.0,860.0,43.0,66.0,185.0,45.0,0.0,456.0,20.0,26.0,80.0,180.0,23.0,141.0,69.0,72.0,247.0,670.0,158.0,670.0,101.0,821.0,630.0,771.0,1530.0,1530.0,1648.0,1648.0,1530.0,1530.0,440.0,456.0,2979.0,446.0,38.0,0.0,74.0,33.0,305.0,276.0,118.0,2279.0,76.5021819402484,14.70292044310171,1.0070493454179255,4.33031218529708,240.0,669.0,621.0,15.686274509803921,40.588235294117645,50.3921568627451,44.052287581699346,16.9281045751634,58.63636363636363,41.36363636363637,92.83980582524272,7.160194174757281,56.209150326797385,43.790849673202615,55.94660194174757,726.0,44.05339805825243,26.031553398058254,45.44902912621359,1324.0,80.33980582524272,306.0,180.0,45.67164179104478,26.865671641791046,7.160194174757281,4.672330097087379,0.0,43.790849673202615,-0.6189599094941501,-0.49368937320863315,-0.8496237055765361,-0.6540909960931064,-0.6540909960931064,Low Risk
22033003810,"Census Tract 003810, East Baton Rouge Parish, Louisiana",0.0,2420.0,64.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,407.0,0.0,0.0,146.0,213.0,381.0,202.0,169.0,111.0,77.0,9.0,333.0,0.0,59.0,0.0,658.0,172.0,104.0,554.0,41.0,336.0,74.0,753.0,291.0,134.0,0.0,147.0,51.0,22.0,172.0,47.0,13.0,24.0,0.0,13.0,75.0,122.0,119.0,88.0,17.0,1114.0,271100.0,95455.0,95455.0,125109.0,63361.0,0.0,11.0,386.0,278.0,108.0,1044.0,104.0,0.0,734.0,554.0,494.0,205.0,289.0,60.0,0.0,310.0,310.0,0.0,734.0,0.0,734.0,734.0,39.0,76.0,77.0,41.0,44.0,508.0,90.0,24.0,11.0,22.0,0.0,60.0,17.0,43.0,180.0,310.0,104.0,310.0,49.0,917.0,548.0,658.0,1044.0,1044.0,1308.0,1308.0,1044.0,1044.0,392.0,508.0,2502.0,268.0,0.0,50.0,57.0,96.0,0.0,139.0,264.0,1979.0,79.09672262190249,16.266986410871304,2.5579536370903275,2.9576338928856916,123.0,417.0,504.0,11.781609195402298,48.275862068965516,63.02681992337165,26.62835249042146,27.873563218390807,84.94897959183673,15.051020408163266,79.81651376146789,20.18348623853211,70.3065134099617,29.693486590038315,73.85321100917432,342.0,26.146788990825687,15.061162079510703,56.574923547400616,1193.0,91.20795107033639,147.0,22.0,47.41935483870968,7.096774193548387,20.18348623853211,11.162079510703364,0.0,29.693486590038315,-0.2737014516134695,-0.49368937320863315,0.5354061419446164,-0.07732822762582874,-0.07732822762582874,Moderate Risk
22033003811,"Census Tract 003811, East Baton Rouge Parish, Louisiana",0.0,3863.0,18.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,2077.0,8.0,0.0,0.0,200.0,132.0,152.0,386.0,383.0,772.0,0.0,309.0,55.0,808.0,147.0,1073.0,216.0,429.0,644.0,18.0,395.0,159.0,979.0,712.0,107.0,11.0,58.0,327.0,12.0,303.0,50.0,98.0,9.0,30.0,60.0,16.0,173.0,185.0,203.0,49.0,1438.0,330100.0,99078.0,99078.0,164375.0,66260.0,0.0,75.0,618.0,511.0,107.0,1691.0,411.0,0.0,990.0,669.0,502.0,233.0,269.0,167.0,129.0,701.0,690.0,11.0,990.0,0.0,990.0,990.0,629.0,141.0,120.0,60.0,0.0,1385.0,149.0,84.0,11.0,146.0,12.0,38.0,8.0,30.0,321.0,701.0,404.0,701.0,0.0,1000.0,715.0,1073.0,1691.0,1691.0,2033.0,2033.0,1691.0,1691.0,1172.0,1385.0,4350.0,419.0,123.0,36.0,86.0,127.0,587.0,74.0,342.0,1854.0,42.62068965517241,47.74712643678161,0.41379310344827586,3.6551724137931036,229.0,667.0,795.0,13.54228267297457,47.01360141927854,63.453577764636314,30.21880544056771,42.10526315789473,26.36518771331058,73.63481228668942,83.17757009345794,16.822429906542055,58.54523950325251,41.45476049674749,49.18839153959665,1033.0,50.81160846040335,56.81259222823414,16.724053123462863,1547.0,76.09444171175602,390.0,146.0,55.63480741797432,20.827389443651924,16.822429906542055,0.3935071323167732,0.0,41.45476049674749,-0.8465957894345457,-0.49368937320863315,0.17795709479049138,-0.38744268928422915,-0.38744268928422915,Moderate Risk
22033003907,"Census Tract 003907, East Baton Rouge Parish, Louisiana",0.0,5476.0,27.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,2672.0,0.0,62.0,0.0,320.0,799.0,907.0,769.0,121.0,0.0,0.0,811.0,41.0,289.0,59.0,1520.0,244.0,416.0,1104.0,151.0,936.0,148.0,1929.0,623.0,201.0,32.0,211.0,388.0,27.0,296.0,59.0,116.0,215.0,172.0,65.0,37.0,128.0,216.0,150.0,239.0,1078.0,291600.0,71591.0,71591.0,153274.0,37267.0,0.0,170.0,1032.0,958.0,74.0,2552.0,547.0,0.0,1355.0,1061.0,912.0,376.0,536.0,149.0,42.0,1197.0,1197.0,0.0,1355.0,0.0,1355.0,1355.0,13.0,35.0,375.0,182.0,88.0,1263.0,91.0,153.0,122.0,303.0,0.0,107.0,70.0,37.0,294.0,1197.0,459.0,1197.0,88.0,1400.0,331.0,1520.0,2552.0,2552.0,2978.0,2978.0,2552.0,2552.0,1141.0,1263.0,6229.0,843.0,434.0,104.0,114.0,146.0,253.0,439.0,426.0,3304.0,53.04222186546797,42.89613100016054,0.4334564135495264,2.3759833039011076,688.0,768.0,1096.0,26.959247648902824,42.94670846394985,59.56112852664577,37.539184952978054,24.412225705329156,71.07800175284838,28.92199824715162,85.69509738079248,14.304902619207521,53.09561128526645,46.90438871473354,49.96642041638684,1490.0,50.03357958361316,4.063129617192747,39.657488247145736,2261.0,75.92343854936199,669.0,303.0,55.88972431077694,25.31328320802005,14.304902619207521,2.0819341840161183,0.0,46.90438871473354,-0.7567704844866104,-0.49368937320863315,-0.0897824612167183,-0.4467474396373206,-0.4467474396373206,Moderate Risk
22033003908,"Census Tract 003908, East Baton Rouge Parish, Louisiana",0.0,4271.0,405.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,822.0,0.0,18.0,0.0,73.0,431.0,462.0,398.0,461.0,416.0,0.0,326.0,9.0,105.0,55.0,1238.0,99.0,288.0,950.0,46.0,243.0,144.0,1727.0,461.0,261.0,58.0,119.0,239.0,39.0,116.0,64.0,69.0,37.0,115.0,34.0,143.0,185.0,243.0,373.0,93.0,1232.0,220900.0,75461.0,75461.0,76447.0,55769.0,0.0,0.0,950.0,882.0,68.0,2188.0,313.0,0.0,1570.0,939.0,747.0,197.0,550.0,192.0,55.0,618.0,606.0,12.0,1570.0,0.0,1570.0,1570.0,82.0,36.0,129.0,84.0,0.0,552.0,106.0,0.0,91.0,84.0,35.0,137.0,18.0,119.0,631.0,618.0,299.0,618.0,139.0,1569.0,1238.0,1238.0,2188.0,2188.0,2259.0,2259.0,2188.0,2188.0,440.0,553.0,4510.0,419.0,96.0,0.0,155.0,0.0,72.0,228.0,71.0,3005.0,66.62971175166297,18.226164079822617,8.980044345898005,3.1929046563192904,360.0,1093.0,735.0,16.453382084095065,33.59232175502742,56.58135283363802,40.31078610603291,21.06946983546618,74.0909090909091,25.90909090909091,96.85701637892873,3.1429836210712705,71.75502742230347,28.244972577696526,75.60867640548915,551.0,24.391323594510844,38.82248782647189,23.107569721115535,1946.0,86.14431164231962,281.0,84.0,45.46925566343042,13.592233009708737,3.1429836210712705,0.796812749003984,0.0,28.244972577696526,-0.8251396951545575,-0.49368937320863315,-1.276854892083412,-0.8652279868155341,-0.8652279868155341,Low Risk
